"Matchday";"Date";"Time";"Venue";"Ranking";"Opponent";"System_of_play";"Attendance";"Result";"game_name";"country"
"group I";"Mon Sep 7, 2015";"8:45 PM";"A";"";"Albania";"4-1-3-2";"12.121";"0:1";"European Qualifiers";"Portugal"
"group I";"Thu Oct 8, 2015";"8:45 PM";"H";"";"Denmark";"4-3-3 Attacking";"29.850";"1:0";"European Qualifiers";"Portugal"
"group I";"Sun Oct 11, 2015";"6:00 PM";"A";"";"Serbia";"4-3-3 Attacking";"7.485";"1:2";"European Qualifiers";"Portugal"
"Group B";"Tue Sep 6, 2016";"8:45 PM";"A";"";"Switzerland";"4-3-3 Attacking";"36.000";"2:0";"World Cup qualification Europe";"Portugal"
"Group B";"Fri Oct 7, 2016";"8:45 PM";"H";"";"Andorra";"4-4-2 double 6";"25.125";"6:0";"World Cup qualification Europe";"Portugal"
"Group B";"Mon Oct 10, 2016";"8:45 PM";"A";"";"Faroe Islands";"4-1-3-2";"4.780";"0:6";"World Cup qualification Europe";"Portugal"
"Group B";"Sun Nov 13, 2016";"8:45 PM";"H";"";"Latvia";"4-3-3 Attacking";"20.744";"4:1";"World Cup qualification Europe";"Portugal"
"Group B";"Sat Mar 25, 2017";"8:45 PM";"H";"";"Hungary";"4-1-4-1";"57.816";"3:0";"World Cup qualification Europe";"Portugal"
"Group B";"Fri Jun 9, 2017";"8:45 PM";"A";"";"Latvia";"4-1-3-2";"8.087";"0:3";"World Cup qualification Europe";"Portugal"
"Group B";"Thu Aug 31, 2017";"8:45 PM";"H";"";"Faroe Islands";"4-1-3-2";"25.087";"5:1";"World Cup qualification Europe";"Portugal"
"Group B";"Sun Sep 3, 2017";"8:45 PM";"A";"";"Hungary";"4-1-3-2";"21.344";"0:1";"World Cup qualification Europe";"Portugal"
"Group B";"Sat Oct 7, 2017";"8:45 PM";"A";"";"Andorra";"4-1-4-1";"3.193";"0:2";"World Cup qualification Europe";"Portugal"
"Group B";"Tue Oct 10, 2017";"8:45 PM";"H";"";"Switzerland";"4-1-3-2";"61.566";"2:0";"World Cup qualification Europe";"Portugal"
"Group B";"Fri Mar 22, 2019";"8:45 PM";"H";"";"Ukraine";"4-1-4-1";"29.917";"0:0";"European Qualifiers";"Portugal"
"Group B";"Mon Mar 25, 2019";"8:45 PM";"H";"";"Serbia";"4-4-2 double 6";"50.342";"1:1";"European Qualifiers";"Portugal"
"Group B";"Sat Sep 7, 2019";"8:45 PM";"A";"";"Serbia";"4-1-4-1";"39.839";"2:4";"European Qualifiers";"Portugal"
"Group B";"Tue Sep 10, 2019";"8:45 PM";"A";"";"Lithuania";"4-1-4-1";"5.067";"1:5";"European Qualifiers";"Portugal"
"Group B";"Fri Oct 11, 2019";"8:45 PM";"H";"";"Luxembourg";"4-1-4-1";"47.308";"3:0";"European Qualifiers";"Portugal"
"Group B";"Mon Oct 14, 2019";"8:45 PM";"A";"";"Ukraine";"4-3-3 Attacking";"66.000";"2:1";"European Qualifiers";"Portugal"
"Group B";"Thu Nov 14, 2019";"8:45 PM";"H";"";"Lithuania";"4-1-3-2";"18.534";"6:0";"European Qualifiers";"Portugal"
"Group B";"Sun Nov 17, 2019";"3:00 PM";"A";"";"Luxembourg";"4-1-4-1";"8.000";"0:2";"European Qualifiers";"Portugal"
"Group A";"Wed Mar 24, 2021";"8:45 PM";"H";"";"Azerbaijan";"4-1-4-1";"";"1:0";"World Cup qualification Europe";"Portugal"
"Group A";"Sat Mar 27, 2021";"8:45 PM";"A";"";"Serbia";"4-3-3 Attacking";"";"2:2";"World Cup qualification Europe";"Portugal"
"Group A";"Tue Mar 30, 2021";"8:45 PM";"A";"";"Luxembourg";"4-2-3-1";"x";"1:3";"World Cup qualification Europe";"Portugal"
"Group A";"Wed Sep 1, 2021";"8:45 PM";"H";"";"Republic of Ireland";"4-1-4-1";"7.831";"2:1";"World Cup qualification Europe";"Portugal"
"Group A";"Tue Sep 7, 2021";"6:00 PM";"A";"";"Azerbaijan";"4-1-4-1";"20.574";"0:3";"World Cup qualification Europe";"Portugal"
"Group A";"Tue Oct 12, 2021";"8:45 PM";"H";"";"Luxembourg";"4-1-4-1";"18.553";"5:0";"World Cup qualification Europe";"Portugal"
"Group A";"Thu Nov 11, 2021";"8:45 PM";"A";"";"Republic of Ireland";"4-1-4-1";"50.373";"0:0";"World Cup qualification Europe";"Portugal"
"Group A";"Sun Nov 14, 2021";"8:45 PM";"H";"";"Serbia";"4-1-4-1";"58.373";"1:2";"World Cup qualification Europe";"Portugal"
"group I";"Fri Sep 3, 2010";"8:45 PM";"A";"";"Liechtenstein";"4-3-3 Attacking";"6.127";"0:4";"European Qualifiers";"Spain"
"group I";"Fri Oct 8, 2010";"10:00 PM";"H";"";"Lithuania";"4-3-3 Attacking";"17.000";"3:1";"European Qualifiers";"Spain"
"group I";"Tue Oct 12, 2010";"9:00 PM";"A";"";"Scotland";"4-3-3 Attacking";"52.500";"2:3";"European Qualifiers";"Spain"
"group I";"Fri Mar 25, 2011";"10:00 PM";"H";"";"Czech Republic";"4-3-3 Attacking";"16.212";"2:1";"European Qualifiers";"Spain"
"group I";"Tue Mar 29, 2011";"8:45 PM";"A";"";"Lithuania";"4-3-3 Attacking";"7.000";"1:3";"European Qualifiers";"Spain"
"group I";"Tue Sep 6, 2011";"10:00 PM";"H";"";"Liechtenstein";"4-3-3 Attacking";"16.000";"6:0";"European Qualifiers";"Spain"
"group I";"Fri Oct 7, 2011";"8:45 PM";"A";"";"Czech Republic";"4-3-3 Attacking";"17.873";"0:2";"European Qualifiers";"Spain"
"group I";"Tue Oct 11, 2011";"8:45 PM";"H";"";"Scotland";"4-3-3 Attacking";"27.559";"3:1";"European Qualifiers";"Spain"
"group I";"Tue Sep 11, 2012";"7:30 PM";"A";"";"Georgia";"4-3-3 Attacking";"70.000";"0:1";"World Cup qualification Europe";"Spain"
"group I";"Fri Oct 12, 2012";"8:00 PM";"A";"";"Belarus";"4-3-3 Attacking";"30.000";"0:4";"World Cup qualification Europe";"Spain"
"group I";"Tue Oct 16, 2012";"9:00 PM";"H";"";"France";"4-3-3 Attacking";"46.000";"1:1";"World Cup qualification Europe";"Spain"
"group I";"Fri Mar 22, 2013";"8:45 PM";"H";"";"Finland";"4-3-3 Attacking";"27.637";"1:1";"World Cup qualification Europe";"Spain"
"group I";"Tue Mar 26, 2013";"9:00 PM";"A";"";"France";"4-3-3 Attacking";"79.959";"0:1";"World Cup qualification Europe";"Spain"
"group I";"Fri Sep 6, 2013";"8:30 PM";"A";"";"Finland";"4-3-3 Attacking";"37.492";"0:2";"World Cup qualification Europe";"Spain"
"group I";"Fri Oct 11, 2013";"10:00 PM";"H";"";"Belarus";"4-3-3 Attacking";"22.900";"2:1";"World Cup qualification Europe";"Spain"
"group I";"Tue Oct 15, 2013";"9:00 PM";"H";"";"Georgia";"4-3-3 Attacking";"16.133";"2:0";"World Cup qualification Europe";"Spain"
"Group C";"Mon Sep 8, 2014";"8:45 PM";"H";"";"Macedonia";"4-3-3 Attacking";"18.553";"5:1";"European Qualifiers";"Spain"
"Group C";"Thu Oct 9, 2014";"8:45 PM";"A";"";"Slovakia";"4-3-3 Attacking";"9.478";"2:1";"European Qualifiers";"Spain"
"Group C";"Sun Oct 12, 2014";"8:45 PM";"A";"";"Luxembourg";"4-3-3 Attacking";"7.800";"0:4";"European Qualifiers";"Spain"
"Group C";"Sat Nov 15, 2014";"8:45 PM";"H";"";"Belarus";"4-3-3 Attacking";"19.249";"3:0";"European Qualifiers";"Spain"
"Group C";"Fri Mar 27, 2015";"8:45 PM";"H";"";"Ukraine";"4-3-3 Attacking";"33.775";"1:0";"European Qualifiers";"Spain"
"Group C";"Sun Jun 14, 2015";"8:45 PM";"A";"";"Belarus";"4-3-3 Attacking";"13.121";"0:1";"European Qualifiers";"Spain"
"Group C";"Sat Sep 5, 2015";"8:45 PM";"H";"";"Slovakia";"4-3-3 Attacking";"19.874";"2:0";"European Qualifiers";"Spain"
"Group C";"Tue Sep 8, 2015";"8:45 PM";"A";"";"Macedonia";"4-3-3 Attacking";"28.843";"0:1";"European Qualifiers";"Spain"
"Group C";"Fri Oct 9, 2015";"8:45 PM";"H";"";"Luxembourg";"4-3-3 Attacking";"14.472";"4:0";"European Qualifiers";"Spain"
"Group C";"Mon Oct 12, 2015";"8:45 PM";"A";"";"Ukraine";"4-3-3 Attacking";"61.248";"0:1";"European Qualifiers";"Spain"
"Group G";"Mon Sep 5, 2016";"8:45 PM";"H";"";"Liechtenstein";"4-3-3 Attacking";"13.000";"8:0";"World Cup qualification Europe";"Spain"
"Group G";"Thu Oct 6, 2016";"8:45 PM";"A";"";"Italy";"4-3-3 Attacking";"38.470";"1:1";"World Cup qualification Europe";"Spain"
"Group G";"Sun Oct 9, 2016";"8:45 PM";"A";"";"Albania";"4-2-3-1";"15.425";"0:2";"World Cup qualification Europe";"Spain"
"Group G";"Sat Nov 12, 2016";"8:45 PM";"H";"";"Macedonia";"4-3-3 Attacking";"16.622";"4:0";"World Cup qualification Europe";"Spain"
"Group G";"Fri Mar 24, 2017";"8:45 PM";"H";"";"Israel";"4-3-3 Attacking";"20.321";"4:1";"World Cup qualification Europe";"Spain"
"Group G";"Sun Jun 11, 2017";"8:45 PM";"A";"";"Macedonia";"4-3-3 Attacking";"20.675";"1:2";"World Cup qualification Europe";"Spain"
"Group G";"Sat Sep 2, 2017";"8:45 PM";"H";"";"Italy";"4-3-3 Attacking";"73.628";"3:0";"World Cup qualification Europe";"Spain"
"Group G";"Tue Sep 5, 2017";"8:45 PM";"A";"";"Liechtenstein";"3-4-3 Diamond";"5.864";"0:8";"World Cup qualification Europe";"Spain"
"Group G";"Fri Oct 6, 2017";"8:45 PM";"H";"";"Albania";"4-3-3 Attacking";"25.397";"3:0";"World Cup qualification Europe";"Spain"
"Group G";"Mon Oct 9, 2017";"8:45 PM";"A";"";"Israel";"4-2-3-1";"28.700";"0:1";"World Cup qualification Europe";"Spain"
"Group F";"Sat Mar 23, 2019";"8:45 PM";"H";"";"Norway";"4-3-3 Attacking";"39.752";"2:1";"European Qualifiers";"Spain"
"Group F";"Tue Mar 26, 2019";"8:45 PM";"A";"";"Malta";"4-3-3 Attacking";"16.542";"0:2";"European Qualifiers";"Spain"
"Group F";"Fri Jun 7, 2019";"8:45 PM";"A";"";"Faroe Islands";"4-3-3 Attacking";"";"1:4";"European Qualifiers";"Spain"
"Group F";"Mon Jun 10, 2019";"8:45 PM";"H";"";"Sweden";"4-3-3 Attacking";"72.205";"3:0";"European Qualifiers";"Spain"
"Group F";"Thu Sep 5, 2019";"8:45 PM";"A";"";"Romania";"4-3-3 Attacking";"50.024";"1:2";"European Qualifiers";"Spain"
"Group F";"Sun Sep 8, 2019";"8:45 PM";"H";"";"Faroe Islands";"4-3-3 Attacking";"23.644";"4:0";"European Qualifiers";"Spain"
"Group F";"Sat Oct 12, 2019";"8:45 PM";"A";"";"Norway";"4-3-3 Attacking";"25.000";"1:1";"European Qualifiers";"Spain"
"Group F";"Tue Oct 15, 2019";"8:45 PM";"A";"";"Sweden";"4-3-1-2";"49.712";"1:1";"European Qualifiers";"Spain"
"Group F";"Fri Nov 15, 2019";"8:45 PM";"H";"";"Malta";"4-3-3 Attacking";"19.773";"7:0";"European Qualifiers";"Spain"
"Group F";"Mon Nov 18, 2019";"8:45 PM";"H";"";"Romania";"4-3-3 Attacking";"36.198";"5:0";"European Qualifiers";"Spain"
"Group B";"Thu Mar 25, 2021";"8:45 PM";"H";"";"Greece";"4-1-4-1";"";"1:1";"World Cup qualification Europe";"Spain"
"Group B";"Sun Mar 28, 2021";"6:00 PM";"A";"";"Georgia";"4-1-4-1";"x";"1:2";"World Cup qualification Europe";"Spain"
"Group B";"Wed Mar 31, 2021";"8:45 PM";"H";"";"Kosovo";"4-3-3 Attacking";"x";"3:1";"World Cup qualification Europe";"Spain"
"Group B";"Thu Sep 2, 2021";"8:45 PM";"A";"";"Sweden";"4-3-3 Attacking";"";"2:1";"World Cup qualification Europe";"Spain"
"Group B";"Sun Sep 5, 2021";"8:45 PM";"H";"";"Georgia";"4-3-3 Attacking";"8.444";"4:0";"World Cup qualification Europe";"Spain"
"Group B";"Wed Sep 8, 2021";"8:45 PM";"A";"";"Kosovo";"4-3-3 Attacking";"";"0:2";"World Cup qualification Europe";"Spain"
"Group B";"Thu Nov 11, 2021";"8:45 PM";"A";"";"Greece";"4-3-3 Attacking";"7.825";"0:1";"World Cup qualification Europe";"Spain"
"Group B";"Sun Nov 14, 2021";"8:45 PM";"H";"";"Sweden";"4-3-3 Attacking";"51.844";"1:0";"World Cup qualification Europe";"Spain"
"Group E";"Fri Sep 3, 2010";"8:45 PM";"A";"";"San Marino";"4-2-3-1";"4.127";"0:5";"European Qualifiers";"Netherlands"
"Group E";"Tue Sep 7, 2010";"8:30 PM";"H";"";"Finland";"?";"27.500";"2:1";"European Qualifiers";"Netherlands"
"Group E";"Fri Oct 8, 2010";"8:30 PM";"A";"";"Moldova";"?";"10.500";"0:1";"European Qualifiers";"Netherlands"
"Group E";"Tue Oct 12, 2010";"8:30 PM";"H";"";"Sweden";"4-5-1";"51.628";"4:1";"European Qualifiers";"Netherlands"
"Group E";"Fri Mar 25, 2011";"8:30 PM";"A";"";"Hungary";"4-3-3 Attacking";"25.311";"0:4";"European Qualifiers";"Netherlands"
"Group E";"Tue Mar 29, 2011";"8:30 PM";"H";"";"Hungary";"4-3-3 Attacking";"51.000";"5:3";"European Qualifiers";"Netherlands"
"Group E";"Fri Sep 2, 2011";"8:30 PM";"H";"";"San Marino";"4-3-3 Attacking";"35.000";"11:0";"European Qualifiers";"Netherlands"
"Group E";"Tue Sep 6, 2011";"7:00 PM";"A";"";"Finland";"4-3-3 Defending";"21.580";"0:2";"European Qualifiers";"Netherlands"
"Group E";"Fri Oct 7, 2011";"8:30 PM";"H";"";"Moldova";"4-3-3 Attacking";"48.000";"1:0";"European Qualifiers";"Netherlands"
"Group E";"Tue Oct 11, 2011";"8:15 PM";"A";"";"Sweden";"4-3-3 Defending";"33.069";"3:2";"European Qualifiers";"Netherlands"
"Group D";"Fri Sep 7, 2012";"8:30 PM";"H";"";"Türkiye";"4-3-3 Attacking";"51.628";"2:0";"World Cup qualification Europe";"Netherlands"
"Group D";"Tue Sep 11, 2012";"8:30 PM";"A";"";"Hungary";"4-3-3 Attacking";"22.000";"1:4";"World Cup qualification Europe";"Netherlands"
"Group D";"Fri Oct 12, 2012";"8:30 PM";"H";"";"Andorra";"4-3-3 Attacking";"38.000";"3:0";"World Cup qualification Europe";"Netherlands"
"Group D";"Tue Oct 16, 2012";"8:00 PM";"A";"";"Romania";"4-3-3 Attacking";"53.329";"1:4";"World Cup qualification Europe";"Netherlands"
"Group D";"Fri Mar 22, 2013";"8:30 PM";"H";"";"Estonia";"4-3-3 Defending";"48.675";"3:0";"World Cup qualification Europe";"Netherlands"
"Group D";"Tue Mar 26, 2013";"8:30 PM";"H";"";"Romania";"4-3-3 Defending";"48.000";"4:0";"World Cup qualification Europe";"Netherlands"
"Group D";"Fri Sep 6, 2013";"8:30 PM";"A";"";"Estonia";"4-3-3 Attacking";"10.210";"2:2";"World Cup qualification Europe";"Netherlands"
"Group D";"Tue Sep 10, 2013";"8:30 PM";"A";"";"Andorra";"4-3-3 Defending";"850";"0:2";"World Cup qualification Europe";"Netherlands"
"Group D";"Fri Oct 11, 2013";"8:30 PM";"H";"";"Hungary";"4-3-3 Defending";"52.072";"8:1";"World Cup qualification Europe";"Netherlands"
"Group D";"Tue Oct 15, 2013";"8:00 PM";"A";"";"Türkiye";"4-3-3 Attacking";"50.530";"0:2";"World Cup qualification Europe";"Netherlands"
"Group A";"Tue Sep 9, 2014";"8:45 PM";"A";"";"Czech Republic";"5-3-2";"17.946";"2:1";"European Qualifiers";"Netherlands"
"Group A";"Fri Oct 10, 2014";"8:45 PM";"H";"";"Kazakhstan";"4-3-3 Attacking";"47.500";"3:1";"European Qualifiers";"Netherlands"
"Group A";"Mon Oct 13, 2014";"8:45 PM";"A";"";"Iceland";"4-3-3 Attacking";"9.767";"2:0";"European Qualifiers";"Netherlands"
"Group A";"Sun Nov 16, 2014";"6:00 PM";"H";"";"Latvia";"4-3-3 Attacking";"47.500";"6:0";"European Qualifiers";"Netherlands"
"Group A";"Sat Mar 28, 2015";"8:45 PM";"H";"";"Türkiye";"4-3-3 Attacking";"53.227";"1:1";"European Qualifiers";"Netherlands"
"Group A";"Fri Jun 12, 2015";"8:45 PM";"A";"";"Latvia";"4-3-3 Defending";"";"0:2";"European Qualifiers";"Netherlands"
"Group A";"Thu Sep 3, 2015";"8:45 PM";"H";"";"Iceland";"4-3-3 Attacking";"50.275";"0:1";"European Qualifiers";"Netherlands"
"Group A";"Sun Sep 6, 2015";"6:00 PM";"A";"";"Türkiye";"4-3-3 Defending";"41.981";"3:0";"European Qualifiers";"Netherlands"
"Group A";"Sat Oct 10, 2015";"6:00 PM";"A";"";"Kazakhstan";"4-2-3-1";"20.716";"1:2";"European Qualifiers";"Netherlands"
"Group A";"Tue Oct 13, 2015";"8:45 PM";"H";"";"Czech Republic";"4-3-3 Attacking";"";"2:3";"European Qualifiers";"Netherlands"
"Group A";"Tue Sep 6, 2016";"8:45 PM";"A";"";"Sweden";"4-3-3 Attacking";"36.128";"1:1";"World Cup qualification Europe";"Netherlands"
"Group A";"Fri Oct 7, 2016";"8:45 PM";"H";"";"Belarus";"4-3-3 Defending";"41.200";"4:1";"World Cup qualification Europe";"Netherlands"
"Group A";"Mon Oct 10, 2016";"8:45 PM";"H";"";"France";"4-3-3 Attacking";"50.220";"0:1";"World Cup qualification Europe";"Netherlands"
"Group A";"Sun Nov 13, 2016";"6:00 PM";"A";"";"Luxembourg";"4-3-3 Attacking";"8.000";"1:3";"World Cup qualification Europe";"Netherlands"
"Group A";"Sat Mar 25, 2017";"8:45 PM";"A";"";"Bulgaria";"4-3-3 Attacking";"10.900";"2:0";"World Cup qualification Europe";"Netherlands"
"Group A";"Fri Jun 9, 2017";"8:45 PM";"H";"";"Luxembourg";"4-2-3-1";"41.300";"5:0";"World Cup qualification Europe";"Netherlands"
"Group A";"Thu Aug 31, 2017";"8:45 PM";"A";"";"France";"4-3-3 Defending";"79.551";"4:0";"World Cup qualification Europe";"Netherlands"
"Group A";"Sun Sep 3, 2017";"6:00 PM";"H";"";"Bulgaria";"4-3-3 Defending";"47.079";"3:1";"World Cup qualification Europe";"Netherlands"
"Group A";"Sat Oct 7, 2017";"8:45 PM";"A";"";"Belarus";"4-3-3 Defending";"6.850";"1:3";"World Cup qualification Europe";"Netherlands"
"Group A";"Tue Oct 10, 2017";"8:45 PM";"H";"";"Sweden";"4-3-3 Attacking";"41.244";"2:0";"World Cup qualification Europe";"Netherlands"
"Group C";"Thu Mar 21, 2019";"8:45 PM";"H";"";"Belarus";"4-3-3 Defending";"38.604";"4:0";"European Qualifiers";"Netherlands"
"Group C";"Sun Mar 24, 2019";"8:45 PM";"H";"";"Germany";"4-3-3 Defending";"51.694";"2:3";"European Qualifiers";"Netherlands"
"Group C";"Fri Sep 6, 2019";"8:45 PM";"A";"";"Germany";"4-3-3 Attacking";"51.299";"2:4";"European Qualifiers";"Netherlands"
"Group C";"Mon Sep 9, 2019";"8:45 PM";"A";"";"Estonia";"4-3-3 Defending";"11.006";"0:4";"European Qualifiers";"Netherlands"
"Group C";"Thu Oct 10, 2019";"8:45 PM";"H";"";"Northern Ireland";"4-3-3 Defending";"";"3:1";"European Qualifiers";"Netherlands"
"Group C";"Sun Oct 13, 2019";"6:00 PM";"A";"";"Belarus";"4-3-3 Defending";"21.639";"1:2";"European Qualifiers";"Netherlands"
"Group C";"Sat Nov 16, 2019";"8:45 PM";"A";"";"Northern Ireland";"4-3-3 Defending";"";"0:0";"European Qualifiers";"Netherlands"
"Group C";"Tue Nov 19, 2019";"8:45 PM";"H";"";"Estonia";"4-3-3 Defending";"50.386";"5:0";"European Qualifiers";"Netherlands"
"Group G";"Wed Mar 24, 2021";"6:00 PM";"A";"";"Türkiye";"4-3-3 Defending";"x";"4:2";"World Cup qualification Europe";"Netherlands"
"Group G";"Sat Mar 27, 2021";"6:00 PM";"H";"";"Latvia";"4-3-3 Defending";"5.000";"2:0";"World Cup qualification Europe";"Netherlands"
"Group G";"Tue Mar 30, 2021";"8:45 PM";"A";"";"Gibraltar";"4-3-3 Defending";"335";"0:7";"World Cup qualification Europe";"Netherlands"
"Group G";"Wed Sep 1, 2021";"8:45 PM";"A";"";"Norway";"4-3-3 Attacking";"7.000";"1:1";"World Cup qualification Europe";"Netherlands"
"Group G";"Sat Sep 4, 2021";"8:45 PM";"H";"";"Montenegro";"4-3-3 Attacking";"20.458";"4:0";"World Cup qualification Europe";"Netherlands"
"Group G";"Tue Sep 7, 2021";"8:45 PM";"H";"";"Türkiye";"4-3-3 Attacking";"35.000";"6:1";"World Cup qualification Europe";"Netherlands"
"Group G";"Fri Oct 8, 2021";"8:45 PM";"A";"";"Latvia";"4-3-3 Attacking";"";"0:1";"World Cup qualification Europe";"Netherlands"
"Group G";"Mon Oct 11, 2021";"8:45 PM";"H";"";"Gibraltar";"4-3-3 Attacking";"31.583";"6:0";"World Cup qualification Europe";"Netherlands"
"Group G";"Sat Nov 13, 2021";"8:45 PM";"A";"";"Montenegro";"4-3-3 Attacking";"";"2:2";"World Cup qualification Europe";"Netherlands"
"Group G";"Tue Nov 16, 2021";"8:45 PM";"H";"";"Norway";"4-3-3 Attacking";"x";"2:0";"World Cup qualification Europe";"Netherlands"
"Group C";"Fri Sep 3, 2010";"7:00 PM";"A";"";"Faroe Islands";"4-4-2";"1.847";"0:3";"European Qualifiers";"Serbia"
"Group C";"Tue Sep 7, 2010";"8:30 PM";"H";"";"Slovenia";"4-4-2";"24.028";"1:1";"European Qualifiers";"Serbia"
"Group C";"Fri Oct 8, 2010";"8:30 PM";"H";"";"Estonia";"4-5-1";"12.000";"1:3";"European Qualifiers";"Serbia"
"Group C";"Tue Oct 12, 2010";"8:50 PM";"A";"";"Italy";"4-4-2 Diamond";"";"3:0";"European Qualifiers";"Serbia"
"Group C";"Fri Mar 25, 2011";"8:30 PM";"H";"";"Northern Ireland";"?";"x";"2:1";"European Qualifiers";"Serbia"
"Group C";"Tue Mar 29, 2011";"12:00 AM";"A";"";"Estonia";"?";"5.185";"1:1";"European Qualifiers";"Serbia"
"Group C";"Fri Sep 2, 2011";"8:45 PM";"A";"";"Northern Ireland";"?";"15.148";"0:1";"European Qualifiers";"Serbia"
"Group C";"Tue Sep 6, 2011";"8:30 PM";"H";"";"Faroe Islands";"?";"7.500";"3:1";"European Qualifiers";"Serbia"
"Group C";"Fri Oct 7, 2011";"8:45 PM";"H";"";"Italy";"4-2-3-1";"35.000";"1:1";"European Qualifiers";"Serbia"
"Group C";"Tue Oct 11, 2011";"8:45 PM";"A";"";"Slovenia";"4-2-3-1";"9.848";"1:0";"European Qualifiers";"Serbia"
"Group A";"Sat Sep 8, 2012";"4:00 PM";"A";"";"Scotland";"4-3-3 Defending";"47.369";"0:0";"World Cup qualification Europe";"Serbia"
"Group A";"Tue Sep 11, 2012";"8:30 PM";"H";"";"Wales";"4-3-3 Defending";"10.660";"6:1";"World Cup qualification Europe";"Serbia"
"Group A";"Fri Oct 12, 2012";"8:30 PM";"H";"";"Belgium";"4-3-3 Defending";"21.650";"0:3";"World Cup qualification Europe";"Serbia"
"Group A";"Tue Oct 16, 2012";"8:30 PM";"A";"";"Macedonia";"4-2-3-1";"26.181";"1:0";"World Cup qualification Europe";"Serbia"
"Group A";"Fri Mar 22, 2013";"6:00 PM";"A";"";"Croatia";"4-2-3-1";"37.168";"2:0";"World Cup qualification Europe";"Serbia"
"Group A";"Tue Mar 26, 2013";"8:30 PM";"H";"";"Scotland";"4-2-3-1";"10.000";"2:0";"World Cup qualification Europe";"Serbia"
"Group A";"Fri Jun 7, 2013";"8:45 PM";"A";"";"Belgium";"4-2-3-1";"45.844";"2:1";"World Cup qualification Europe";"Serbia"
"Group A";"Fri Sep 6, 2013";"8:45 PM";"H";"";"Croatia";"4-2-3-1";"35.000";"1:1";"World Cup qualification Europe";"Serbia"
"Group A";"Tue Sep 10, 2013";"8:45 PM";"A";"";"Wales";"4-2-3-1";"10.923";"0:3";"World Cup qualification Europe";"Serbia"
"Group A";"Tue Oct 15, 2013";"8:30 PM";"H";"";"Macedonia";"4-2-3-1";"8.294";"5:1";"World Cup qualification Europe";"Serbia"
"group I";"Sat Oct 11, 2014";"6:00 PM";"A";"";"Armenia";"4-2-3-1";"7.500";"1:1";"European Qualifiers";"Serbia"
"group I";"Tue Oct 14, 2014";"8:45 PM";"H";"";"Albania";"4-2-3-1";"25.000";"0:3";"European Qualifiers";"Serbia"
"group I";"Fri Nov 14, 2014";"8:45 PM";"H";"";"Denmark";"4-2-3-1";"";"1:3";"European Qualifiers";"Serbia"
"group I";"Sun Mar 29, 2015";"8:45 PM";"A";"";"Portugal";"4-2-3-1";"58.430";"2:1";"European Qualifiers";"Serbia"
"group I";"Sat Jun 13, 2015";"8:45 PM";"A";"";"Denmark";"4-2-3-1";"30.887";"2:0";"European Qualifiers";"Serbia"
"group I";"Fri Sep 4, 2015";"8:45 PM";"H";"";"Armenia";"4-2-3-1";"x";"2:0";"European Qualifiers";"Serbia"
"group I";"Thu Oct 8, 2015";"8:45 PM";"A";"";"Albania";"4-2-3-1";"12.330";"0:2";"European Qualifiers";"Serbia"
"group I";"Sun Oct 11, 2015";"6:00 PM";"H";"";"Portugal";"4-2-3-1";"7.485";"1:2";"European Qualifiers";"Serbia"
"Group D";"Mon Sep 5, 2016";"8:45 PM";"H";"";"Republic of Ireland";"5-4-1";"7.896";"2:2";"World Cup qualification Europe";"Serbia"
"Group D";"Thu Oct 6, 2016";"8:45 PM";"A";"";"Moldova";"5-4-1";"6.192";"0:3";"World Cup qualification Europe";"Serbia"
"Group D";"Sun Oct 9, 2016";"8:45 PM";"H";"";"Austria";"5-4-1";"16.500";"3:2";"World Cup qualification Europe";"Serbia"
"Group D";"Sat Nov 12, 2016";"8:45 PM";"A";"";"Wales";"5-4-1";"32.879";"1:1";"World Cup qualification Europe";"Serbia"
"Group D";"Fri Mar 24, 2017";"6:00 PM";"A";"";"Georgia";"5-4-1";"31.328";"1:3";"World Cup qualification Europe";"Serbia"
"Group D";"Sun Jun 11, 2017";"8:45 PM";"H";"";"Wales";"5-4-1";"46.673";"1:1";"World Cup qualification Europe";"Serbia"
"Group D";"Sat Sep 2, 2017";"6:00 PM";"H";"";"Moldova";"3-4-3";"9.974";"3:0";"World Cup qualification Europe";"Serbia"
"Group D";"Tue Sep 5, 2017";"8:45 PM";"A";"";"Republic of Ireland";"3-4-3";"50.153";"0:1";"World Cup qualification Europe";"Serbia"
"Group D";"Fri Oct 6, 2017";"8:45 PM";"A";"";"Austria";"3-4-3";"42.400";"3:2";"World Cup qualification Europe";"Serbia"
"Group D";"Mon Oct 9, 2017";"8:45 PM";"H";"";"Georgia";"5-4-1";"42.000";"1:0";"World Cup qualification Europe";"Serbia"
"Group B";"Mon Mar 25, 2019";"8:45 PM";"A";"";"Portugal";"4-4-2 Diamond";"50.342";"1:1";"European Qualifiers";"Serbia"
"Group B";"Fri Jun 7, 2019";"8:45 PM";"A";"";"Ukraine";"3-5-2 Attacking";"35.000";"5:0";"European Qualifiers";"Serbia"
"Group B";"Mon Jun 10, 2019";"8:45 PM";"H";"";"Lithuania";"4-4-2 double 6";"x";"4:1";"European Qualifiers";"Serbia"
"Group B";"Sat Sep 7, 2019";"8:45 PM";"H";"";"Portugal";"4-2-3-1";"39.839";"2:4";"European Qualifiers";"Serbia"
