"_Spieltag";"Datum";"Uhrzeit";"Ort";"Rang";"Gegner";"Spielsystem";"Zuschauer";"Ergebnis";"game_name";"country"
NA;"So. 30.05.2010";"21:00";"H";"";"Frankreich";"4-2-3-1";"55.000";"1:1";"Freundschaftsspiele";"tunesien"
NA;"So. 20.06.2010";"00:00";"A";"";"Sudan";"?";"";"2:6";"Freundschaftsspiele";"tunesien"
NA;"Di. 29.03.2011";"17:00";"A";"";"Oman";"4-4-2 doppel 6";"";"2:1";"Freundschaftsspiele";"tunesien"
NA;"So. 29.05.2011";"18:00";"H";"";"Zentralafrikanische Republik";"4-2-3-1";"";"3:0";"Freundschaftsspiele";"tunesien"
NA;"Mi. 10.08.2011";"00:00";"H";"";"Mali";"4-3-3 defensiv";"20.000";"4:2";"Freundschaftsspiele";"tunesien"
NA;"Mo. 22.08.2011";"00:00";"A";"";"Jordanien";"?";"";"3:3";"Freundschaftsspiele";"tunesien"
NA;"Sa. 12.11.2011";"18:00";"A";"";"Algerien";"4-3-3 defensiv";"25.000";"1:0";"Freundschaftsspiele";"tunesien"
NA;"Mo. 09.01.2012";"17:00";"H";"";"Sudan";"4-2-3-1";"";"3:0";"Freundschaftsspiele";"tunesien"
NA;"Fr. 13.01.2012";"15:00";"H";"";"Elfenbeinküste";"4-5-1 flach";"";"0:2";"Freundschaftsspiele";"tunesien"
NA;"Mi. 29.02.2012";"18:00";"H";"";"Peru";"4-3-1-2";"5.000";"1:1";"Freundschaftsspiele";"tunesien"
NA;"So. 27.05.2012";"19:00";"H";"";"Ruanda";"4-3-3 offensiv";"14.000";"5:1";"Freundschaftsspiele";"tunesien"
NA;"Mi. 15.08.2012";"18:30";"H";"";"Iran";"4-2-3-1";"6.000";"2:2";"Freundschaftsspiele";"tunesien"
NA;"Di. 16.10.2012";"18:00";"A";"";"Ägypten";"4-2-3-1";"40.000";"0:1";"Freundschaftsspiele";"tunesien"
NA;"Mi. 14.11.2012";"18:15";"H";"";"Schweiz";"4-2-3-1";"1.500";"1:2";"Freundschaftsspiele";"tunesien"
NA;"So. 30.12.2012";"14:00";"H";"";"Irak";"4-3-2-1";"1.000";"2:1";"Freundschaftsspiele";"tunesien"
NA;"Mo. 07.01.2013";"15:30";"H";"";"Äthiopien";"4-2-3-1";"";"1:1";"Freundschaftsspiele";"tunesien"
NA;"Do. 10.01.2013";"14:10";"H";"";"Gabun";"4-3-2-1";"200";"1:1";"Freundschaftsspiele";"tunesien"
NA;"So. 13.01.2013";"17:30";"A";"";"Ghana";"4-2-3-1";"2.000x";"4:2";"Freundschaftsspiele";"tunesien"
NA;"Sa. 06.07.2013";"00:00";"H";"";"Marokko";"?";"";"0:1";"Freundschaftsspiele";"tunesien"
NA;"Sa. 13.07.2013";"00:00";"A";"";"Marokko";"?";"";"0:0";"Freundschaftsspiele";"tunesien"
NA;"Mi. 14.08.2013";"21:00";"H";"";"Republik Kongo";"4-2-3-1";"4.000";"3:0";"Freundschaftsspiele";"tunesien"
NA;"Mi. 05.03.2014";"19:00";"A";"";"Kolumbien";"5-4-1 flach";"5.000";"1:1";"Freundschaftsspiele";"tunesien"
NA;"Mi. 28.05.2014";"12:00";"A";"";"Südkorea";"5-4-1";"57.112";"0:1";"Freundschaftsspiele";"tunesien"
NA;"Sa. 07.06.2014";"20:45";"A";"";"Belgien";"5-3-2";"40.000";"1:0";"Freundschaftsspiele";"tunesien"
NA;"So. 11.01.2015";"18:00";"H";"";"Algerien";"4-2-3-1";"";"1:1";"Freundschaftsspiele";"tunesien"
NA;"Fr. 27.03.2015";"11:30";"A";"";"Japan";"4-5-1 flach";"34.777";"2:0";"Freundschaftsspiele";"tunesien"
NA;"Di. 31.03.2015";"13:35";"A";"";"China";"4-2-3-1";"28.615";"1:1";"Freundschaftsspiele";"tunesien"
NA;"So. 14.06.2015";"00:00";"A";"";"Marokko";"?";"";"1:1";"Freundschaftsspiele";"tunesien"
NA;"Do. 18.06.2015";"00:00";"A";"";"Libyen";"?";"";"1:0";"Freundschaftsspiele";"tunesien"
NA;"Fr. 09.10.2015";"19:00";"H";"";"Gabun";"4-2-3-1";"5.000";"3:3";"Freundschaftsspiele";"tunesien"
NA;"Mo. 19.10.2015";"00:00";"H";"";"Libyen";"?";"";"1:0";"Freundschaftsspiele";"tunesien"
NA;"So. 25.10.2015";"00:00";"H";"";"Marokko";"?";"";"2:3";"Freundschaftsspiele";"tunesien"
NA;"Mo. 18.01.2016";"14:00";"H";"";"Guinea";"5-4-1 flach";"";"2:2";"Freundschaftsspiele";"tunesien"
NA;"Fr. 22.01.2016";"00:00";"A";"";"Nigeria";"?";"8.000";"1:1";"Freundschaftsspiele";"tunesien"
NA;"Di. 26.01.2016";"00:00";"H";"";"Niger";"?";"";"5:0";"Freundschaftsspiele";"tunesien"
NA;"So. 31.01.2016";"00:00";"A";"";"Mali";"4-2-3-1";"6.500";"2:1";"Freundschaftsspiele";"tunesien"
NA;"Di. 15.11.2016";"16:30";"H";"";"Mauretanien";"5-4-1 flach";"";"0:0";"Freundschaftsspiele";"tunesien"
NA;"Mi. 04.01.2017";"14:00";"H";"";"Uganda";"4-1-4-1";"";"2:0";"Freundschaftsspiele";"tunesien"
NA;"So. 08.01.2017";"17:00";"A";"";"Ägypten";"4-2-3-1";"12.000";"1:0";"Freundschaftsspiele";"tunesien"
NA;"Fr. 24.03.2017";"19:00";"H";"";"Kamerun";"4-3-1-2";"6.000";"0:1";"Freundschaftsspiele";"tunesien"
NA;"Di. 28.03.2017";"20:00";"A";"";"Marokko";"4-2-3-1";"";"1:0";"Freundschaftsspiele";"tunesien"
"Gruppe G";"Mo. 18.06.2018";"20:00";"H";"";"England";"4-2-3-1";"41.064";"1:2";"Weltmeisterschaft 2018";"tunesien"
"Gruppe G";"Sa. 23.06.2018";"14:00";"A";"";"Belgien";"4-2-3-1";"44.190";"5:2";"Weltmeisterschaft 2018";"tunesien"
"Gruppe G";"Do. 28.06.2018";"20:00";"A";"";"Panama";"4-1-4-1";"37.168";"1:2";"Weltmeisterschaft 2018";"tunesien"
NA;"Fr. 23.03.2018";"19:15";"H";"";"Iran";"4-1-4-1";"5.000";"1:0";"Freundschaftsspiele";"tunesien"
NA;"Di. 27.03.2018";"20:00";"H";"";"Costa Rica";"4-2-3-1";"";"1:0";"Freundschaftsspiele";"tunesien"
NA;"Mo. 28.05.2018";"20:45";"A";"";"Portugal";"4-2-3-1";"17.220";"2:2";"Freundschaftsspiele";"tunesien"
NA;"Fr. 01.06.2018";"19:15";"H";"";"Türkei";"4-2-3-1";"12.000";"2:2";"Freundschaftsspiele";"tunesien"
NA;"Sa. 09.06.2018";"20:45";"H";"";"Spanien";"4-2-3-1";"33.116";"0:1";"Freundschaftsspiele";"tunesien"
NA;"Di. 20.11.2018";"18:00";"H";"";"Marokko";"4-2-3-1";"8.000";"0:1";"Freundschaftsspiele";"tunesien"
NA;"Di. 26.03.2019";"20:45";"A";"";"Algerien";"4-5-1";"";"1:0";"Freundschaftsspiele";"tunesien"
NA;"Fr. 07.06.2019";"20:15";"H";"";"Irak";"4-2-3-1";"";"2:0";"Freundschaftsspiele";"tunesien"
NA;"Di. 11.06.2019";"20:45";"A";"";"Kroatien";"4-3-2-1";"8.036";"1:2";"Freundschaftsspiele";"tunesien"
NA;"Mo. 17.06.2019";"20:15";"H";"";"Burundi";"4-2-3-1";"45.000";"2:1";"Freundschaftsspiele";"tunesien"
NA;"Fr. 06.09.2019";"20:15";"H";"";"Mauretanien";"4-2-3-1";"";"1:0";"Freundschaftsspiele";"tunesien"
NA;"Di. 10.09.2019";"19:00";"H";"";"Elfenbeinküste";"4-3-3 offensiv";"";"1:2";"Freundschaftsspiele";"tunesien"
NA;"Sa. 21.09.2019";"18:15";"H";"";"Libyen";"4-2-3-1";"16.000";"1:0";"Freundschaftsspiele";"tunesien"
NA;"Sa. 12.10.2019";"19:00";"H";"";"Kamerun";"4-3-3 offensiv";"";"0:0";"Freundschaftsspiele";"tunesien"
NA;"So. 20.10.2019";"unbekannt";"A";"";"Libyen";"?";"";"1:2";"Freundschaftsspiele";"tunesien"
NA;"Fr. 09.10.2020";"20:15";"H";"";"Sudan";"4-3-3 offensiv";"";"3:0";"Freundschaftsspiele";"tunesien"
NA;"Di. 13.10.2020";"20:30";"A";"";"Nigeria";"4-3-3 offensiv";"x";"1:1";"Freundschaftsspiele";"tunesien"
NA;"Sa. 05.06.2021";"20:00";"H";"";"Demokratische Republik Kongo";"4-3-3 offensiv";"x";"1:0";"Freundschaftsspiele";"tunesien"
NA;"Fr. 11.06.2021";"21:30";"H";"";"Algerien";"4-3-3 defensiv";"x";"0:2";"Freundschaftsspiele";"tunesien"
NA;"Di. 15.06.2021";"21:30";"H";"";"Mali";"4-2-3-1";"x";"1:0";"Freundschaftsspiele";"tunesien"
"Gruppe D";"Di. 22.11.2022";"14:00";"A";"";"Dänemark";"?";"";"-:-";"Weltmeisterschaft 2022";"tunesien"
"Gruppe D";"Sa. 26.11.2022";"11:00";"H";"";"Australien";"?";"";"-:-";"Weltmeisterschaft 2022";"tunesien"
"Gruppe D";"Mi. 30.11.2022";"16:00";"H";"";"Frankreich";"?";"";"-:-";"Weltmeisterschaft 2022";"tunesien"
NA;"Fr. 10.06.2022";"08:15";"A";"";"Chile";"4-5-1 flach";"4.973";"0:2";"Freundschaftsspiele";"tunesien"
NA;"Di. 14.06.2022";"11:55";"A";"";"Japan";"4-3-3 offensiv";"31.292";"0:3";"Freundschaftsspiele";"tunesien"
NA;"Fr. 21.05.2010";"unbekannt";"A";"";"Demokratische Republik Kongo";"";"";"0:2";"Freundschaftsspiele";"saudi-arabien"
NA;"Di. 25.05.2010";"19:00";"A";"";"Nigeria";"?";"1.000";"0:0";"Freundschaftsspiele";"saudi-arabien"
NA;"Sa. 29.05.2010";"18:00";"A";"";"Spanien";"4-2-3-1";"7.500";"3:2";"Freundschaftsspiele";"saudi-arabien"
NA;"Mi. 11.08.2010";"00:00";"H";"";"Togo";"?";"";"1:0";"Freundschaftsspiele";"saudi-arabien"
NA;"Di. 12.10.2010";"unbekannt";"H";"";"Gabun";"";"";"1:0";"Freundschaftsspiele";"saudi-arabien"
NA;"Di. 12.10.2010";"00:00";"H";"";"Bulgarien";"?";"100";"0:2";"Freundschaftsspiele";"saudi-arabien"
NA;"Di. 16.11.2010";"unbekannt";"H";"";"Uganda";"";"";"0:0";"Freundschaftsspiele";"saudi-arabien"
NA;"Mi. 17.11.2010";"00:00";"H";"";"Ghana";"?";"";"0:0";"Freundschaftsspiele";"saudi-arabien"
NA;"Mo. 22.11.2010";"00:00";"A";"";"Jemen";"?";"";"0:4";"Freundschaftsspiele";"saudi-arabien"
NA;"Do. 25.11.2010";"00:00";"H";"";"Kuwait";"?";"";"0:0";"Freundschaftsspiele";"saudi-arabien"
NA;"So. 28.11.2010";"00:00";"H";"";"Katar";"?";"";"1:1";"Freundschaftsspiele";"saudi-arabien"
NA;"Do. 02.12.2010";"00:00";"H";"";"Vereinigte Arabische Emirate";"?";"";"1:0";"Freundschaftsspiele";"saudi-arabien"
NA;"So. 05.12.2010";"00:00";"H";"";"Kuwait";"?";"";"0:1  n.V.";"Freundschaftsspiele";"saudi-arabien"
NA;"Fr. 07.09.2012";"22:00";"A";"";"Spanien";"4-4-1-1";"11.850";"5:0";"Freundschaftsspiele";"saudi-arabien"
NA;"Di. 11.09.2012";"unbekannt";"A";"";"Gabun";"";"";"1:0";"Freundschaftsspiele";"saudi-arabien"
NA;"So. 14.10.2012";"unbekannt";"H";"";"Republik Kongo";"";"";"3:2";"Freundschaftsspiele";"saudi-arabien"
NA;"Mi. 14.11.2012";"18:00";"H";"";"Argentinien";"4-3-2-1";"51.000";"0:0";"Freundschaftsspiele";"saudi-arabien"
NA;"Do. 05.09.2013";"19:55";"H";"";"Neuseeland";"?";"";"0:1";"Freundschaftsspiele";"saudi-arabien"
NA;"Mo. 09.09.2013";"00:00";"H";"";"Trinidad und Tobago";"?";"";"1:3";"Freundschaftsspiele";"saudi-arabien"
NA;"Sa. 24.05.2014";"00:00";"H";"";"Moldawien";"?";"800";"0:4";"Freundschaftsspiele";"saudi-arabien"
NA;"Do. 29.05.2014";"00:00";"H";"";"Georgien";"4-2-3-1";"2.000";"0:2";"Freundschaftsspiele";"saudi-arabien"
NA;"Mo. 08.09.2014";"00:00";"H";"";"Australien";"?";"";"2:3";"Freundschaftsspiele";"saudi-arabien"
NA;"Fr. 10.10.2014";"19:00";"H";"";"Uruguay";"4-1-4-1";"";"1:1";"Freundschaftsspiele";"saudi-arabien"
NA;"Di. 30.12.2014";"11:00";"A";"";"Bahrain";"?";"5.000";"4:1";"Freundschaftsspiele";"saudi-arabien"
NA;"So. 04.01.2015";"10:00";"H";"";"Südkorea";"4-2-3-1";"6.320";"0:2";"Freundschaftsspiele";"saudi-arabien"
NA;"Di. 10.01.2017";"19:00";"H";"";"Slowenien B";"?";"";"0:0";"Freundschaftsspiele";"saudi-arabien"
NA;"Di. 07.11.2017";"20:00";"H";"";"Lettland";"?";"1.000";"2:0";"Freundschaftsspiele";"saudi-arabien"
NA;"Fr. 10.11.2017";"21:45";"A";"";"Portugal";"3-4-2-1";"6.800";"3:0";"Freundschaftsspiele";"saudi-arabien"
NA;"Mo. 13.11.2017";"19:00";"A";"";"Bulgarien";"4-2-3-1";"80";"1:0";"Freundschaftsspiele";"saudi-arabien"
NA;"Mo. 25.12.2017";"15:30";"A";"";"Vereinigte Arabische Emirate";"?";"";"0:0";"Freundschaftsspiele";"saudi-arabien"
"Gruppe A";"Do. 14.06.2018";"17:00";"A";"";"Russland";"4-1-4-1";"78.011";"5:0";"Weltmeisterschaft 2018";"saudi-arabien"
"Gruppe A";"Mi. 20.06.2018";"17:00";"A";"";"Uruguay";"4-2-3-1";"42.678";"1:0";"Weltmeisterschaft 2018";"saudi-arabien"
"Gruppe A";"Mo. 25.06.2018";"16:00";"H";"";"Ägypten";"4-1-4-1";"36.823";"2:1";"Weltmeisterschaft 2018";"saudi-arabien"
NA;"Mo. 26.02.2018";"17:30";"H";"";"Moldawien";"4-2-3-1";"6.914";"3:0";"Freundschaftsspiele";"saudi-arabien"
NA;"Mi. 28.02.2018";"17:00";"A";"";"Irak";"4-2-3-1";"65.000";"4:1";"Freundschaftsspiele";"saudi-arabien"
NA;"Fr. 23.03.2018";"17:30";"A";"";"Ukraine";"4-2-3-1";"";"1:1";"Freundschaftsspiele";"saudi-arabien"
NA;"Di. 27.03.2018";"20:45";"A";"";"Belgien";"4-1-4-1";"22.578";"4:0";"Freundschaftsspiele";"saudi-arabien"
NA;"Mi. 09.05.2018";"20:30";"H";"";"Algerien";"4-3-3 offensiv";"";"2:0";"Freundschaftsspiele";"saudi-arabien"
NA;"Di. 15.05.2018";"19:30";"H";"";"Griechenland";"4-2-3-1";"";"2:0";"Freundschaftsspiele";"saudi-arabien"
NA;"Mo. 28.05.2018";"20:45";"A";"";"Italien";"4-1-4-1";"";"2:1";"Freundschaftsspiele";"saudi-arabien"
NA;"So. 03.06.2018";"20:00";"H";"";"Peru";"4-1-4-1";"";"0:3";"Freundschaftsspiele";"saudi-arabien"
NA;"Fr. 08.06.2018";"19:30";"A";"";"Deutschland";"4-1-4-1";"30.210";"2:1";"Freundschaftsspiele";"saudi-arabien"
NA;"Mo. 10.09.2018";"19:15";"H";"";"Bolivien";"4-1-4-1";"";"2:2";"Freundschaftsspiele";"saudi-arabien"
NA;"Fr. 12.10.2018";"20:00";"H";"";"Brasilien";"4-3-2-1";"23.401";"0:2";"Freundschaftsspiele";"saudi-arabien"
NA;"Mo. 31.12.2018";"17:00";"A";"";"Südkorea";"4-4-1-1";"300x";"0:0";"Freundschaftsspiele";"saudi-arabien"
NA;"Do. 21.03.2019";"14:45";"A";"";"Vereinigte Arabische Emirate";"?";"";"2:1";"Freundschaftsspiele";"saudi-arabien"
NA;"Mo. 25.03.2019";"unbekannt";"H";"";"Äquatorialguinea";"";"";"3:2";"Freundschaftsspiele";"saudi-arabien"
NA;"Do. 05.09.2019";"19:00";"H";"";"Mali";"4-3-3 offensiv";"";"1:1";"Freundschaftsspiele";"saudi-arabien"
NA;"Di. 19.11.2019";"17:30";"H";"";"Paraguay";"4-4-2 doppel 6";"5.175";"0:0";"Freundschaftsspiele";"saudi-arabien"
NA;"Sa. 14.11.2020";"17:30";"H";"";"Jamaika";"4-2-3-1";"";"3:0";"Freundschaftsspiele";"saudi-arabien"
NA;"Di. 17.11.2020";"17:30";"H";"";"Jamaika";"3-4-3 flach";"";"1:2";"Freundschaftsspiele";"saudi-arabien"
NA;"Do. 25.03.2021";"18:30";"H";"";"Kuwait";"?";"";"1:0";"Freundschaftsspiele";"saudi-arabien"
"Gruppe C";"Di. 22.11.2022";"11:00";"A";"";"Argentinien";"?";"";"-:-";"Weltmeisterschaft 2022";"saudi-arabien"
"Gruppe C";"Sa. 26.11.2022";"14:00";"A";"";"Polen";"?";"";"-:-";"Weltmeisterschaft 2022";"saudi-arabien"
"Gruppe C";"Mi. 30.11.2022";"20:00";"H";"";"Mexiko";"?";"";"-:-";"Weltmeisterschaft 2022";"saudi-arabien"
NA;"So. 05.06.2022";"19:00";"H";"";"Kolumbien";"4-2-3-1";"";"0:1";"Freundschaftsspiele";"saudi-arabien"
NA;"Do. 09.06.2022";"19:00";"H";"";"Venezuela";"4-3-3 offensiv";"400";"0:1";"Freundschaftsspiele";"saudi-arabien"
"Gruppe E";"Mo. 14.06.2010";"16:00";"H";"";"Kamerun";"4-1-4-1";"30.620";"1:0";"Weltmeisterschaft 2010";"japan"
"Gruppe E";"Sa. 19.06.2010";"13:30";"A";"";"Niederlande";"4-1-4-1";"62.010";"1:0";"Weltmeisterschaft 2010";"japan"
"Gruppe E";"Do. 24.06.2010";"20:30";"A";"";"Dänemark";"4-1-4-1";"27.967";"1:3";"Weltmeisterschaft 2010";"japan"
"Achtelfinale";"Di. 29.06.2010";"16:00";"A";"";"Paraguay";"4-3-3 offensiv";"36.742";"5:3  n.E.";"Weltmeisterschaft 2010";"japan"
NA;"Di. 02.02.2010";"11:10";"H";"";"Venezuela";"4-4-2 doppel 6";"27.009";"0:0";"Freundschaftsspiele";"japan"
NA;"Mi. 07.04.2010";"12:20";"H";"";"Serbien";"4-4-2 doppel 6";"46.270";"0:3";"Freundschaftsspiele";"japan"
NA;"Mo. 24.05.2010";"12:20";"H";"";"Südkorea";"4-2-3-1";"57.873";"0:2";"Freundschaftsspiele";"japan"
NA;"So. 30.05.2010";"14:15";"A";"";"England";"4-2-3-1";"15.326";"2:1";"Freundschaftsspiele";"japan"
NA;"Fr. 04.06.2010";"00:00";"A";"";"Elfenbeinküste";"4-2-3-1";"4.919";"2:0";"Freundschaftsspiele";"japan"
NA;"Sa. 04.09.2010";"12:20";"H";"";"Paraguay";"4-2-3-1";"65.157";"1:0";"Freundschaftsspiele";"japan"
NA;"Di. 07.09.2010";"12:45";"H";"";"Guatemala";"4-2-3-1";"44.541";"2:1";"Freundschaftsspiele";"japan"
NA;"Fr. 08.10.2010";"12:50";"H";"";"Argentinien";"4-2-3-1";"57.735";"1:0";"Freundschaftsspiele";"japan"
NA;"So. 10.10.2010";"00:00";"A";"";"Südkorea";"4-2-3-1";"62.503";"0:0";"Freundschaftsspiele";"japan"
NA;"Mi. 01.06.2011";"12:20";"H";"";"Peru";"3-4-3 flach";"39.048";"0:0";"Freundschaftsspiele";"japan"
NA;"Di. 07.06.2011";"12:30";"H";"";"Tschechien";"3-4-3 flach";"65.856";"0:0";"Freundschaftsspiele";"japan"
NA;"Mi. 10.08.2011";"12:33";"H";"";"Südkorea";"4-2-3-1";"38.263";"3:0";"Freundschaftsspiele";"japan"
NA;"Fr. 07.10.2011";"12:45";"H";"";"Vietnam";"3-4-3 flach";"27.522";"1:0";"Freundschaftsspiele";"japan"
NA;"Fr. 24.02.2012";"11:24";"H";"";"Island";"4-2-3-1";"42.579";"3:1";"Freundschaftsspiele";"japan"
NA;"Mi. 23.05.2012";"12:15";"H";"";"Aserbaidschan";"4-2-3-1";"30.276";"2:0";"Freundschaftsspiele";"japan"
NA;"Mi. 15.08.2012";"12:30";"H";"";"Venezuela";"4-2-3-1";"39.396";"1:1";"Freundschaftsspiele";"japan"
NA;"Do. 06.09.2012";"12:20";"H";"";"Vereinigte Arabische Emirate";"4-2-3-1";"42.020";"1:0";"Freundschaftsspiele";"japan"
NA;"Fr. 12.10.2012";"21:00";"A";"";"Frankreich";"4-2-3-1";"55.000";"0:1";"Freundschaftsspiele";"japan"
NA;"Di. 16.10.2012";"14:10";"H";"";"Brasilien";"4-2-3-1";"36.000";"0:4";"Freundschaftsspiele";"japan"
NA;"Mi. 06.02.2013";"11:20";"H";"";"Lettland";"4-2-3-1";"28.607";"3:0";"Freundschaftsspiele";"japan"
NA;"Fr. 22.03.2013";"00:00";"A";"";"Kanada";"4-2-3-1";"4.500";"1:2";"Freundschaftsspiele";"japan"
NA;"Do. 30.05.2013";"12:20";"H";"";"Bulgarien";"3-4-3 flach";"41.353";"0:2";"Freundschaftsspiele";"japan"
NA;"Mi. 14.08.2013";"12:20";"H";"";"Uruguay";"4-2-3-1";"45.883";"2:4";"Freundschaftsspiele";"japan"
NA;"Fr. 06.09.2013";"12:25";"H";"";"Guatemala";"4-2-3-1";"46.244";"3:0";"Freundschaftsspiele";"japan"
NA;"Di. 10.09.2013";"12:20";"H";"";"Ghana";"4-2-3-1";"64.525";"3:1";"Freundschaftsspiele";"japan"
NA;"Fr. 11.10.2013";"17:30";"A";"";"Serbien";"4-2-3-1";"7.500";"2:0";"Freundschaftsspiele";"japan"
NA;"Di. 15.10.2013";"14:15";"A";"";"Belarus";"4-2-3-1";"3.250";"1:0";"Freundschaftsspiele";"japan"
NA;"Sa. 16.11.2013";"13:15";"H";"";"Niederlande";"4-2-3-1";"13.616";"2:2";"Freundschaftsspiele";"japan"
NA;"Di. 19.11.2013";"21:00";"A";"";"Belgien";"4-2-3-1";"43.000";"2:3";"Freundschaftsspiele";"japan"
"Gruppe C";"So. 15.06.2014";"03:00";"A";"";"Elfenbeinküste";"4-2-3-1";"40.267";"2:1";"Weltmeisterschaft 2014";"japan"
"Gruppe C";"Fr. 20.06.2014";"00:00";"H";"";"Griechenland";"4-2-3-1";"39.485";"0:0";"Weltmeisterschaft 2014";"japan"
"Gruppe C";"Di. 24.06.2014";"22:00";"H";"";"Kolumbien";"4-2-3-1";"40.340";"1:4";"Weltmeisterschaft 2014";"japan"
NA;"Mi. 05.03.2014";"11:40";"H";"";"Neuseeland";"4-2-3-1";"47.670";"4:2";"Freundschaftsspiele";"japan"
NA;"Di. 27.05.2014";"12:30";"H";"";"Zypern";"4-2-3-1";"58.564";"1:0";"Freundschaftsspiele";"japan"
NA;"Di. 03.06.2014";"03:00";"A";"";"Costa Rica";"4-2-3-1";"7.106";"1:3";"Freundschaftsspiele";"japan"
NA;"Sa. 07.06.2014";"01:30";"H";"";"Sambia";"4-2-3-1";"7.275";"4:3";"Freundschaftsspiele";"japan"
NA;"Fr. 05.09.2014";"12:25";"H";"";"Uruguay";"4-3-3 offensiv";"39.294";"0:2";"Freundschaftsspiele";"japan"
NA;"Di. 09.09.2014";"12:50";"H";"";"Venezuela";"4-3-3 offensiv";"72.000";"2:2";"Freundschaftsspiele";"japan"
NA;"Fr. 10.10.2014";"12:25";"H";"";"Jamaika";"4-3-3 offensiv";"39.628";"1:0";"Freundschaftsspiele";"japan"
NA;"Di. 14.10.2014";"00:00";"A";"";"Brasilien";"4-3-3 offensiv";"51.577";"4:0";"Freundschaftsspiele";"japan"
NA;"Fr. 14.11.2014";"11:35";"H";"";"Honduras";"4-3-3 offensiv";"42.126";"6:0";"Freundschaftsspiele";"japan"
NA;"Di. 18.11.2014";"11:20";"H";"";"Australien";"4-3-3 offensiv";"46.312";"2:1";"Freundschaftsspiele";"japan"
NA;"Fr. 27.03.2015";"11:30";"H";"";"Tunesien";"4-3-3 defensiv";"34.777";"2:0";"Freundschaftsspiele";"japan"
NA;"Di. 31.03.2015";"12:25";"H";"";"Usbekistan";"4-2-3-1";"46.007";"5:1";"Freundschaftsspiele";"japan"
NA;"Do. 11.06.2015";"12:00";"H";"";"Irak";"4-2-3-1";"63.877";"4:0";"Freundschaftsspiele";"japan"
NA;"Di. 13.10.2015";"15:30";"A";"";"Iran";"4-2-3-1";"15.000";"1:1";"Freundschaftsspiele";"japan"
NA;"Fr. 03.06.2016";"12:40";"H";"";"Bulgarien";"4-3-3 defensiv";"41.940";"7:2";"Freundschaftsspiele";"japan"
NA;"Di. 07.06.2016";"12:30";"H";"";"Bosnien-Herzegowina";"4-3-3 defensiv";"35.589";"1:2";"Freundschaftsspiele";"japan"
NA;"Fr. 11.11.2016";"00:00";"H";"";"Oman";"4-3-3 defensiv";"33.709";"4:0";"Freundschaftsspiele";"japan"
NA;"Mi. 07.06.2017";"12:25";"H";"";"Syrien";"4-3-3 defensiv";"43.608";"1:1";"Freundschaftsspiele";"japan"
NA;"Fr. 06.10.2017";"12:20";"H";"";"Neuseeland";"4-3-3 defensiv";"38.461";"2:1";"Freundschaftsspiele";"japan"
NA;"Di. 10.10.2017";"12:30";"H";"";"Haiti";"4-3-3 offensiv";"47.420";"3:3";"Freundschaftsspiele";"japan"
NA;"Fr. 10.11.2017";"13:00";"H";"";"Brasilien";"4-3-3 defensiv";"16.920";"1:3";"Freundschaftsspiele";"japan"
NA;"Di. 14.11.2017";"20:45";"A";"";"Belgien";"4-3-3 offensiv";"21.000";"1:0";"Freundschaftsspiele";"japan"
"Gruppe H";"Di. 19.06.2018";"14:00";"A";"";"Kolumbien";"4-2-3-1";"40.842";"1:2";"Weltmeisterschaft 2018";"japan"
"Gruppe H";"So. 24.06.2018";"17:00";"H";"";"Senegal";"4-2-3-1";"32.572";"2:2";"Weltmeisterschaft 2018";"japan"
"Gruppe H";"Do. 28.06.2018";"16:00";"H";"";"Polen";"4-2-3-1";"42.189";"0:1";"Weltmeisterschaft 2018";"japan"
"Achtelfinale";"Mo. 02.07.2018";"20:00";"A";"";"Belgien";"4-2-3-1";"41.466";"3:2";"Weltmeisterschaft 2018";"japan"
NA;"Fr. 23.03.2018";"13:20";"H";"";"Mali";"4-2-3-1";"1.424";"1:1";"Freundschaftsspiele";"japan"
NA;"Di. 27.03.2018";"14:20";"A";"";"Ukraine";"4-3-3 defensiv";"2.529";"2:1";"Freundschaftsspiele";"japan"
NA;"Mi. 30.05.2018";"12:25";"H";"";"Ghana";"3-4-2-1";"64.520";"0:2";"Freundschaftsspiele";"japan"
NA;"Fr. 08.06.2018";"19:00";"A";"";"Schweiz";"4-2-3-1";"6.800";"2:0";"Freundschaftsspiele";"japan"
NA;"Di. 12.06.2018";"15:05";"H";"";"Paraguay";"4-2-3-1";"1.202";"4:2";"Freundschaftsspiele";"japan"
NA;"Di. 11.09.2018";"12:20";"H";"";"Costa Rica";"4-4-2 doppel 6";"33.891";"3:0";"Freundschaftsspiele";"japan"
NA;"Fr. 12.10.2018";"12:35";"H";"";"Panama";"4-2-3-1";"38.322";"3:0";"Freundschaftsspiele";"japan"
NA;"Di. 16.10.2018";"12:35";"H";"";"Uruguay";"4-2-3-1";"57.239";"4:3";"Freundschaftsspiele";"japan"
NA;"Fr. 16.11.2018";"11:30";"H";"";"Venezuela";"4-2-3-1";"33.364";"1:1";"Freundschaftsspiele";"japan"
NA;"Di. 20.11.2018";"11:20";"H";"";"Kirgisistan";"4-2-3-1";"38.353";"4:0";"Freundschaftsspiele";"japan"
NA;"Fr. 22.03.2019";"11:20";"H";"";"Kolumbien";"4-2-3-1";"63.302";"0:1";"Freundschaftsspiele";"japan"
