"Netherlands";"United_States";"Argentina";"Denmark";"Spain";"Morocco";"Brazil";"South_Korea";"Senegal";"England";"Mexico";"France";"Germany";"Belgium";"Switzerland";"Portugal"
0,074;0,059;0,08;0,054;0,066;0,03;0,107;0,012;0,047;0,067;0,05;0,089;0,045;0,1;0,046;0,074
