"";"_Spieltag";"Datum";"Uhrzeit";"Ort";"Rang";"Gegner";"Spielsystem";"Zuschauer";"Ergebnis";"game_name";"country"
"1428";NA;"Mo. 19.01.2015";"22:00";"H";"";"Island";"4-2-3-1";"200";"1:1";"Freundschaftsspiele";"kanada"
"1429";NA;"Fr. 27.03.2015";"00:00";"H";"";"Guatemala";"?";"x";"1:0";"Freundschaftsspiele";"kanada"
"1430";NA;"Di. 31.03.2015";"01:30";"A";"";"Puerto Rico";"5-3-2";"8.952";"0:3";"Freundschaftsspiele";"kanada"
"1431";NA;"Di. 13.10.2015";"00:00";"H";"";"Ghana";"4-1-4-1";"";"1:1";"Freundschaftsspiele";"kanada"
"1432";NA;"Sa. 06.02.2016";"04:15";"A";"";"Vereinigte Staaten";"4-3-3 offensiv";"9.274";"1:0";"Freundschaftsspiele";"kanada"
"1433";NA;"Fr. 03.06.2016";"19:00";"H";"";"Aserbaidschan";"4-3-3 offensiv";"";"1:1";"Freundschaftsspiele";"kanada"
"1434";NA;"Di. 07.06.2016";"16:00";"H";"";"Usbekistan";"4-3-3 offensiv";"50";"2:1";"Freundschaftsspiele";"kanada"
"1435";NA;"Do. 06.10.2016";"21:00";"A";"";"Mauretanien";"4-4-2";"";"0:4";"Freundschaftsspiele";"kanada"
"1436";NA;"Di. 11.10.2016";"21:00";"A";"";"Marokko";"4-3-3 offensiv";"8.000";"4:0";"Freundschaftsspiele";"kanada"
"1437";NA;"Fr. 11.11.2016";"12:00";"A";"";"Südkorea";"4-2-3-1";"18.920";"2:0";"Freundschaftsspiele";"kanada"
"1438";NA;"So. 22.01.2017";"00:00";"A";"";"Bermuda";"4-2-3-1";"1.814";"2:4";"Freundschaftsspiele";"kanada"
"1439";NA;"Mi. 22.03.2017";"20:45";"A";"";"Schottland";"4-2-3-1";"9.158";"1:1";"Freundschaftsspiele";"kanada"
"1440";NA;"Mi. 14.06.2017";"01:30";"H";"";"Curaçao";"4-1-4-1";"6.026";"2:1";"Freundschaftsspiele";"kanada"
"1441";NA;"So. 03.09.2017";"01:00";"H";"";"Jamaika";"4-3-3 offensiv";"21.724";"2:0";"Freundschaftsspiele";"kanada"
"1442";NA;"So. 08.10.2017";"23:00";"H";"";"El Salvador";"4-1-4-1";"8.500";"0:1";"Freundschaftsspiele";"kanada"
"1443";NA;"Sa. 24.03.2018";"16:00";"H";"";"Neuseeland";"4-1-4-1";"";"1:0";"Freundschaftsspiele";"kanada"
"1444";NA;"Mi. 08.01.2020";"01:30";"H";"";"Barbados";"?";"";"4:1";"Freundschaftsspiele";"kanada"
"1445";NA;"Sa. 11.01.2020";"01:30";"H";"";"Barbados";"4-4-2";"";"4:1";"Freundschaftsspiele";"kanada"
"1446";NA;"Do. 16.01.2020";"01:00";"H";"";"Island";"4-3-3 defensiv";"20";"0:1";"Freundschaftsspiele";"kanada"
"1447";"Gruppe F";"Mi. 23.11.2022";"20:00";"A";"";"Belgien";"?";"";"-:-";"Weltmeisterschaft 2022";"kanada"
"1448";"Gruppe F";"So. 27.11.2022";"17:00";"A";"";"Kroatien";"?";"";"-:-";"Weltmeisterschaft 2022";"kanada"
"1449";"Gruppe F";"Do. 01.12.2022";"16:00";"H";"";"Marokko";"?";"";"-:-";"Weltmeisterschaft 2022";"kanada"
"1450";NA;"Do. 17.11.2022";"14:40";"H";"";"Japan";"?";"";"-:-";"Freundschaftsspiele";"kanada"
"1451";"Gruppe E";"Mo. 14.06.2010";"16:00";"A";"";"Japan";"4-3-3 offensiv";"30.620";"1:0";"Weltmeisterschaft 2010";"kamerun"
"1452";"Gruppe E";"Sa. 19.06.2010";"20:30";"H";"";"Dänemark";"4-4-2 Raute";"38.000";"1:2";"Weltmeisterschaft 2010";"kamerun"
"1453";"Gruppe E";"Do. 24.06.2010";"20:30";"H";"";"Niederlande";"4-4-2 doppel 6";"63.093";"1:2";"Weltmeisterschaft 2010";"kamerun"
"1454";NA;"Fr. 08.01.2010";"00:00";"A";"";"Kenia";"?";"6.000";"1:3";"Freundschaftsspiele";"kamerun"
"1455";NA;"Mi. 03.03.2010";"20:45";"A";"";"Italien";"4-3-3 defensiv";"18.523";"0:0";"Freundschaftsspiele";"kamerun"
"1456";NA;"Di. 25.05.2010";"00:00";"A";"";"Georgien";"4-3-3 offensiv";"5.000";"0:0";"Freundschaftsspiele";"kamerun"
"1457";NA;"Sa. 29.05.2010";"07:00";"A";"";"Slowakei";"?";"8.000";"1:1";"Freundschaftsspiele";"kamerun"
"1458";NA;"Di. 01.06.2010";"00:00";"A";"";"Portugal";"4-3-1-2";"12.000";"3:1";"Freundschaftsspiele";"kamerun"
"1459";NA;"Sa. 05.06.2010";"20:30";"A";"";"Serbien";"?";"3.000";"4:3";"Freundschaftsspiele";"kamerun"
"1460";NA;"Mi. 11.08.2010";"20:30";"A";"";"Polen";"4-3-3 offensiv";"17.000";"0:3";"Freundschaftsspiele";"kamerun"
"1461";NA;"Mi. 09.02.2011";"18:00";"A";"";"Mazedonien";"?";"3.000";"0:1";"Freundschaftsspiele";"kamerun"
"1462";NA;"Di. 07.06.2011";"19:30";"A";"";"Russland";"4-4-2 doppel 6";"3.000";"0:0";"Freundschaftsspiele";"kamerun"
"1463";NA;"Di. 11.10.2011";"unbekannt";"A";"";"Äquatorialguinea";"";"";"1:1";"Freundschaftsspiele";"kamerun"
"1464";NA;"Fr. 11.11.2011";"unbekannt";"H";"";"Sudan";"?";"";"3:1";"Freundschaftsspiele";"kamerun"
"1465";NA;"So. 13.11.2011";"unbekannt";"A";"";"Marokko";"?";"";"2:4  n.E.";"Freundschaftsspiele";"kamerun"
"1466";NA;"Mi. 14.12.2011";"00:00";"A";"";"Angola";"";"";"1:1";"Freundschaftsspiele";"kamerun"
"1467";NA;"So. 20.05.2012";"19:30";"A";"";"Ägypten";"?";"";"2:1";"Freundschaftsspiele";"kamerun"
"1468";NA;"Sa. 26.05.2012";"unbekannt";"A";"";"Guinea";"?";"";"1:2";"Freundschaftsspiele";"kamerun"
"1469";NA;"Fr. 24.08.2012";"unbekannt";"A";"";"Syrien";"";"";"2:2";"Freundschaftsspiele";"kamerun"
"1470";NA;"So. 26.08.2012";"unbekannt";"A";"";"Nepal";"";"";"0:5";"Freundschaftsspiele";"kamerun"
"1471";NA;"Mi. 29.08.2012";"unbekannt";"H";"";"Malediven";"";"";"3:1";"Freundschaftsspiele";"kamerun"
"1472";NA;"Fr. 31.08.2012";"unbekannt";"A";"";"Indien";"";"";"0:1";"Freundschaftsspiele";"kamerun"
"1473";NA;"So. 02.09.2012";"unbekannt";"H";"";"Indien";"";"";"4:5  n.E.";"Freundschaftsspiele";"kamerun"
"1474";NA;"Mi. 17.10.2012";"00:00";"A";"";"Kolumbien";"4-5-1";"";"3:0";"Freundschaftsspiele";"kamerun"
"1475";NA;"Mi. 14.11.2012";"20:45";"A";"";"Albanien";"4-3-3 defensiv";"4.639";"0:0";"Freundschaftsspiele";"kamerun"
"1476";NA;"Mi. 19.12.2012";"00:00";"A";"";"Angola";"4-3-3 defensiv";"";"1:0";"Freundschaftsspiele";"kamerun"
"1477";NA;"Mi. 06.02.2013";"unbekannt";"A";"";"Tansania";"";"";"1:0";"Freundschaftsspiele";"kamerun"
"1478";NA;"So. 02.06.2013";"20:00";"A";"";"Ukraine";"4-3-3 defensiv";"57.160";"0:0";"Freundschaftsspiele";"kamerun"
"1479";NA;"Fr. 09.08.2013";"20:00";"A";"";"Gabun";"";"";"1:0";"Freundschaftsspiele";"kamerun"
"1480";"Gruppe A";"Fr. 13.06.2014";"18:00";"A";"";"Mexiko";"4-3-3 offensiv";"38.958";"1:0";"Weltmeisterschaft 2014";"kamerun"
"1481";"Gruppe A";"Do. 19.06.2014";"00:00";"H";"";"Kroatien";"4-3-3 offensiv";"39.982";"0:4";"Weltmeisterschaft 2014";"kamerun"
"1482";"Gruppe A";"Mo. 23.06.2014";"22:00";"H";"";"Brasilien";"4-3-3 offensiv";"69.112";"1:4";"Weltmeisterschaft 2014";"kamerun"
"1483";NA;"Mi. 05.03.2014";"21:45";"A";"";"Portugal";"4-3-3 offensiv";"21.335";"5:1";"Freundschaftsspiele";"kamerun"
"1484";NA;"Mo. 26.05.2014";"00:00";"A";"";"Mazedonien";"4-3-3 defensiv";"800";"0:2";"Freundschaftsspiele";"kamerun"
"1485";NA;"Do. 29.05.2014";"19:00";"H";"";"Paraguay";"?";"5.000";"1:2";"Freundschaftsspiele";"kamerun"
"1486";NA;"So. 01.06.2014";"20:30";"A";"";"Deutschland";"4-3-3 offensiv";"41.250";"2:2";"Freundschaftsspiele";"kamerun"
"1487";NA;"Sa. 07.06.2014";"09:00";"H";"";"Moldawien";"4-3-3 offensiv";"45.000";"1:0";"Freundschaftsspiele";"kamerun"
"1488";NA;"Mi. 07.01.2015";"00:00";"H";"";"Demokratische Republik Kongo";"4-4-2 doppel 6";"";"1:1";"Freundschaftsspiele";"kamerun"
"1489";NA;"Sa. 10.01.2015";"20:00";"H";"";"Südafrika";"4-4-2 doppel 6";"7.000";"1:1";"Freundschaftsspiele";"kamerun"
"1490";NA;"Mi. 25.03.2015";"11:00";"A";"";"Indonesien";"4-4-2 doppel 6";"5.000";"0:1";"Freundschaftsspiele";"kamerun"
"1491";NA;"Mo. 30.03.2015";"14:00";"A";"";"Thailand";"3-4-3";"49.749";"2:3";"Freundschaftsspiele";"kamerun"
"1492";NA;"Sa. 06.06.2015";"00:00";"A";"";"Burkina Faso";"?";"";"2:3";"Freundschaftsspiele";"kamerun"
"1493";NA;"Di. 09.06.2015";"unbekannt";"A";"";"Demokratische Republik Kongo";"?";"";"1:1";"Freundschaftsspiele";"kamerun"
"1494";NA;"So. 11.10.2015";"20:00";"A";"";"Nigeria";"4-4-2 doppel 6";"2.000";"3:0";"Freundschaftsspiele";"kamerun"
"1495";NA;"Mi. 06.01.2016";"15:00";"A";"";"Ruanda";"4-4-2 doppel 6";"5.000";"1:1";"Freundschaftsspiele";"kamerun"
"1496";NA;"Mo. 30.05.2016";"21:00";"A";"";"Frankreich";"4-3-3 offensiv";"37.000";"3:2";"Freundschaftsspiele";"kamerun"
"1497";NA;"Di. 06.09.2016";"20:00";"H";"";"Gabun";"4-3-3 offensiv";"10.000";"2:1";"Freundschaftsspiele";"kamerun"
"1498";NA;"Fr. 24.03.2017";"19:00";"A";"";"Tunesien";"4-4-2 doppel 6";"6.000";"0:1";"Freundschaftsspiele";"kamerun"
"1499";NA;"Di. 28.03.2017";"unbekannt";"H";"";"Guinea";"?";"";"1:2";"Freundschaftsspiele";"kamerun"
"1500";NA;"Di. 13.06.2017";"20:30";"H";"";"Kolumbien";"4-2-3-1";"7.000";"0:4";"Freundschaftsspiele";"kamerun"
"1501";NA;"So. 25.03.2018";"17:30";"A";"";"Kuwait";"4-1-3-2";"4.500";"1:3";"Freundschaftsspiele";"kamerun"
"1502";NA;"So. 27.05.2018";"15:00";"H";"";"Burkina Faso";"4-3-3 offensiv";"500";"0:1";"Freundschaftsspiele";"kamerun"
"1503";NA;"Di. 20.11.2018";"20:30";"A";"";"Brasilien";"4-3-1-2";"";"1:0";"Freundschaftsspiele";"kamerun"
"1504";NA;"So. 09.06.2019";"18:30";"H";"";"Sambia";"4-2-3-1";"";"2:1";"Freundschaftsspiele";"kamerun"
"1505";NA;"Fr. 14.06.2019";"18:00";"H";"";"Mali";"3-4-1-2";"";"1:1";"Freundschaftsspiele";"kamerun"
"1506";NA;"Sa. 12.10.2019";"19:00";"A";"";"Tunesien";"4-3-3 defensiv";"";"0:0";"Freundschaftsspiele";"kamerun"
"1507";NA;"Mo. 24.02.2020";"15:30";"H";"";"Ruanda";"?";"8.000";"0:0";"Freundschaftsspiele";"kamerun"
"1508";NA;"Fr. 09.10.2020";"14:00";"A";"";"Japan";"4-1-4-1";"";"0:0";"Freundschaftsspiele";"kamerun"
"1509";NA;"Fr. 04.06.2021";"21:30";"A";"";"Nigeria";"4-3-3 offensiv";"";"0:1";"Freundschaftsspiele";"kamerun"
"1510";NA;"Di. 08.06.2021";"18:00";"H";"";"Nigeria";"4-3-3 offensiv";"";"0:0";"Freundschaftsspiele";"kamerun"
"1511";"Gruppe G";"Do. 24.11.2022";"11:00";"A";"";"Schweiz";"?";"";"-:-";"Weltmeisterschaft 2022";"kamerun"
"1512";"Gruppe G";"Mo. 28.11.2022";"11:00";"H";"";"Serbien";"?";"";"-:-";"Weltmeisterschaft 2022";"kamerun"
"1513";"Gruppe G";"Fr. 02.12.2022";"20:00";"H";"";"Brasilien";"?";"";"-:-";"Weltmeisterschaft 2022";"kamerun"
"1514";NA;"Fr. 23.09.2022";"unbekannt";"A";"";"Usbekistan";"";"";"-:-";"Freundschaftsspiele";"kamerun"
"1515";NA;"Di. 27.09.2022";"unbekannt";"A";"";"Südkorea";"";"";"-:-";"Freundschaftsspiele";"kamerun"
"1516";NA;"Mi. 03.03.2010";"19:45";"H";"";"Schweden";"3-5-2 flach";"8.258";"0:1";"Freundschaftsspiele";"wales"
"1517";NA;"So. 23.05.2010";"19:00";"A";"";"Kroatien";"4-4-2";"12.000";"2:0";"Freundschaftsspiele";"wales"
"1518";NA;"Mi. 11.08.2010";"00:00";"H";"";"Luxemburg";"?";"10.000";"5:1";"Freundschaftsspiele";"wales"
"1519";NA;"Di. 08.02.2011";"21:00";"A";"";"Irland";"4-2-3-1";"19.783";"3:0";"Freundschaftsspiele";"wales"
"1520";NA;"Mi. 25.05.2011";"20:45";"H";"";"Schottland";"4-4-2";"6.036";"1:3";"Freundschaftsspiele";"wales"
"1521";NA;"Fr. 27.05.2011";"20:45";"H";"";"Nordirland";"4-4-2";"529";"2:0";"Freundschaftsspiele";"wales"
"1522";NA;"Mi. 10.08.2011";"20:45";"H";"";"Australien";"4-2-3-1";"6.378";"1:2";"Freundschaftsspiele";"wales"
"1523";NA;"Sa. 12.11.2011";"16:00";"H";"";"Norwegen";"4-1-4-1";"12.637";"4:1";"Freundschaftsspiele";"wales"
"1524";NA;"Mi. 29.02.2012";"20:45";"H";"";"Costa Rica";"4-2-3-1";"23.193";"0:1";"Freundschaftsspiele";"wales"
"1525";NA;"So. 27.05.2012";"21:05";"A";"";"Mexiko";"4-4-2 doppel 6";"35.518";"2:0";"Freundschaftsspiele";"wales"
"1526";NA;"Mi. 15.08.2012";"20:45";"H";"";"Bosnien-Herzegowina";"4-4-2";"6.253";"0:2";"Freundschaftsspiele";"wales"
"1527";NA;"Mi. 06.02.2013";"20:45";"H";"";"Österreich";"4-1-4-1";"8.000";"2:1";"Freundschaftsspiele";"wales"
"1528";NA;"Mi. 14.08.2013";"20:45";"H";"";"Irland";"4-2-3-1";"20.000";"0:0";"Freundschaftsspiele";"wales"
"1529";NA;"Sa. 16.11.2013";"19:00";"H";"";"Finnland";"4-5-1 flach";"11.809";"1:1";"Freundschaftsspiele";"wales"
"1530";NA;"Mi. 05.03.2014";"20:45";"H";"";"Island";"4-1-4-1";"13.219";"3:1";"Freundschaftsspiele";"wales"
"1531";NA;"Mi. 04.06.2014";"20:30";"A";"";"Niederlande";"4-1-4-1";"51.000";"2:0";"Freundschaftsspiele";"wales"
"1532";NA;"Fr. 13.11.2015";"20:45";"H";"";"Niederlande";"5-4-1 flach";"25.669";"2:3";"Freundschaftsspiele";"wales"
"1533";NA;"Do. 24.03.2016";"20:45";"H";"";"Nordirland";"4-2-3-1";"21.855";"1:1";"Freundschaftsspiele";"wales"
"1534";NA;"Mo. 28.03.2016";"20:00";"A";"";"Ukraine";"5-3-2";"20.000";"1:0";"Freundschaftsspiele";"wales"
"1535";NA;"So. 05.06.2016";"16:00";"A";"";"Schweden";"5-4-1 flach";"37.942";"3:0";"Freundschaftsspiele";"wales"
"1536";NA;"Fr. 10.11.2017";"21:00";"A";"";"Frankreich";"5-3-2";"50.000";"2:0";"Freundschaftsspiele";"wales"
"1537";NA;"Di. 14.11.2017";"20:45";"H";"";"Panama";"4-2-3-1";"13.737";"1:1";"Freundschaftsspiele";"wales"
"1538";NA;"Do. 22.03.2018";"12:35";"A";"";"China";"3-4-2-1";"36.573";"0:6";"Freundschaftsspiele";"wales"
"1539";NA;"Mo. 26.03.2018";"13:35";"H";"";"Uruguay";"5-4-1 flach";"41.016";"0:1";"Freundschaftsspiele";"wales"
"1540";NA;"Di. 29.05.2018";"03:00";"A";"";"Mexiko";"4-2-3-1";"82.345";"0:0";"Freundschaftsspiele";"wales"
"1541";NA;"Do. 11.10.2018";"20:45";"H";"";"Spanien";"3-4-2-1";"50.232";"1:4";"Freundschaftsspiele";"wales"
"1542";NA;"Di. 20.11.2018";"20:00";"A";"";"Albanien";"4-2-3-1";"5.000";"1:0";"Freundschaftsspiele";"wales"
"1543";NA;"Mi. 20.03.2019";"20:45";"H";"";"Trinidad und Tobago";"4-4-2 doppel 6";"10.326";"1:0";"Freundschaftsspiele";"wales"
"1544";NA;"Mo. 09.09.2019";"20:45";"H";"";"Belarus";"4-2-3-1";"7.666";"1:0";"Freundschaftsspiele";"wales"
"1545";NA;"Do. 08.10.2020";"21:00";"A";"";"England";"4-2-3-1";"x";"3:0";"Freundschaftsspiele";"wales"
"1546";NA;"Do. 12.11.2020";"20:45";"H";"";"Vereinigte Staaten";"4-2-3-1";"x";"0:0";"Freundschaftsspiele";"wales"
"1547";NA;"Sa. 27.03.2021";"21:00";"H";"";"Mexiko";"3-4-3 flach";"x";"1:0";"Freundschaftsspiele";"wales"
"1548";NA;"Mi. 02.06.2021";"21:05";"A";"";"Frankreich";"4-3-3 offensiv";"x";"3:0";"Freundschaftsspiele";"wales"
"1549";NA;"Sa. 05.06.2021";"18:00";"H";"";"Albanien";"5-4-1 flach";"";"0:0";"Freundschaftsspiele";"wales"
"1550";NA;"Mi. 01.09.2021";"18:00";"A";"";"Finnland";"3-4-2-1";"";"0:0";"Freundschaftsspiele";"wales"
"1551";"Gruppe B";"Mo. 21.11.2022";"20:00";"A";"";"Vereinigte Staaten";"?";"";"-:-";"Weltmeisterschaft 2022";"wales"
"1552";"Gruppe B";"Fr. 25.11.2022";"11:00";"H";"";"Iran";"?";"";"-:-";"Weltmeisterschaft 2022";"wales"
"1553";"Gruppe B";"Di. 29.11.2022";"20:00";"H";"";"England";"?";"";"-:-";"Weltmeisterschaft 2022";"wales"
"1554";NA;"Di. 29.03.2022";"20:45";"H";"";"Tschechien";"3-4-1-2";"12.912";"1:1";"Freundschaftsspiele";"wales"
"1555";"Gruppe A";"Fr. 11.06.2010";"16:00";"A";"";"Südafrika";"4-3-3 offensiv";"84.490";"1:1";"Weltmeisterschaft 2010";"mexiko"
"1556";"Gruppe A";"Do. 17.06.2010";"20:30";"A";"";"Frankreich";"4-3-3 offensiv";"35.370";"0:2";"Weltmeisterschaft 2010";"mexiko"
"1557";"Gruppe A";"Di. 22.06.2010";"16:00";"H";"";"Uruguay";"3-4-3";"33.425";"0:1";"Weltmeisterschaft 2010";"mexiko"
"1558";"Achtelfinale";"So. 27.06.2010";"20:30";"A";"";"Argentinien";"4-4-2 doppel 6";"84.377";"3:1";"Weltmeisterschaft 2010";"mexiko"
"1559";NA;"Do. 25.02.2010";"05:00";"H";"";"Bolivien";"4-4-2 Raute";"";"5:0";"Freundschaftsspiele";"mexiko"
"1560";NA;"Do. 04.03.2010";"04:00";"H";"";"Neuseeland";"4-4-2 doppel 6";"";"2:0";"Freundschaftsspiele";"mexiko"
"1561";NA;"Do. 18.03.2010";"04:00";"H";"";"Nordkorea";"4-4-2 doppel 6";"";"2:1";"Freundschaftsspiele";"mexiko"
"1562";NA;"Do. 25.03.2010";"01:00";"H";"";"Island";"4-4-2 doppel 6";"63.277";"0:0";"Freundschaftsspiele";"mexiko"
"1563";NA;"Sa. 08.05.2010";"03:00";"H";"";"Ecuador";"4-4-2 doppel 6";"";"0:0";"Freundschaftsspiele";"mexiko"
"1564";NA;"Mo. 10.05.2010";"23:00";"H";"";"Senegal";"4-4-2 doppel 6";"";"1:0";"Freundschaftsspiele";"mexiko"
"1565";NA;"Do. 13.05.2010";"23:00";"H";"";"Angola";"4-4-2 doppel 6";"70.099";"1:0";"Freundschaftsspiele";"mexiko"
"1566";NA;"So. 16.05.2010";"19:00";"H";"";"Chile";"4-2-3-1";"105.000";"1:0";"Freundschaftsspiele";"mexiko"
"1567";NA;"Mo. 24.05.2010";"21:00";"A";"";"England";"4-4-2 doppel 6";"88.638";"3:1";"Freundschaftsspiele";"mexiko"
"1568";NA;"Mi. 26.05.2010";"20:00";"A";"";"Niederlande";"4-4-2 doppel 6";"20.000";"2:1";"Freundschaftsspiele";"mexiko"
"1569";NA;"So. 30.05.2010";"17:30";"H";"";"Gambia";"4-4-2 doppel 6";"5.000";"5:1";"Freundschaftsspiele";"mexiko"
"1570";NA;"Do. 03.06.2010";"19:15";"A";"";"Italien";"4-5-1";"20.000";"1:2";"Freundschaftsspiele";"mexiko"
"1571";NA;"Mi. 11.08.2010";"22:00";"H";"";"Spanien";"5-3-2";"100.000";"1:1";"Freundschaftsspiele";"mexiko"
"1572";NA;"So. 05.09.2010";"03:00";"H";"";"Ecuador";"3-4-3";"19.000";"1:2";"Freundschaftsspiele";"mexiko"
"1573";NA;"Mi. 08.09.2010";"04:00";"H";"";"Kolumbien";"4-2-3-1";"38.000";"1:0";"Freundschaftsspiele";"mexiko"
"1574";NA;"Mi. 13.10.2010";"04:00";"H";"";"Venezuela";"4-4-2 doppel 6";"22.300";"2:2";"Freundschaftsspiele";"mexiko"
"1575";NA;"Do. 10.02.2011";"02:00";"H";"";"Bosnien-Herzegowina";"4-2-3-1";"50.507";"2:0";"Freundschaftsspiele";"mexiko"
"1576";NA;"Sa. 26.03.2011";"22:00";"H";"";"Paraguay";"4-2-3-1";"";"3:1";"Freundschaftsspiele";"mexiko"
"1577";NA;"Mi. 30.03.2011";"05:00";"H";"";"Venezuela";"4-4-2 doppel 6";"70.561";"1:1";"Freundschaftsspiele";"mexiko"
"1578";NA;"Sa. 28.05.2011";"22:00";"H";"";"Ecuador";"4-2-3-1";"";"1:1";"Freundschaftsspiele";"mexiko"
"1579";NA;"Do. 02.06.2011";"04:00";"H";"";"Neuseeland";"4-2-3-1";"45.401";"3:0";"Freundschaftsspiele";"mexiko"
"1580";NA;"Do. 11.08.2011";"03:00";"A";"";"Vereinigte Staaten";"4-2-3-1";"30.132";"1:1";"Freundschaftsspiele";"mexiko"
"1581";NA;"Fr. 02.09.2011";"20:30";"A";"";"Polen";"4-2-3-1";"18.000";"1:1";"Freundschaftsspiele";"mexiko"
"1582";NA;"So. 04.09.2011";"21:00";"H";"";"Chile";"4-2-3-1";"7.210";"1:0";"Freundschaftsspiele";"mexiko"
"1583";NA;"Mi. 12.10.2011";"03:30";"H";"";"Brasilien";"4-2-3-1";"";"1:2";"Freundschaftsspiele";"mexiko"
"1584";NA;"Sa. 12.11.2011";"03:00";"H";"";"Serbien";"4-2-3-1";"35.000";"2:0";"Freundschaftsspiele";"mexiko"
"1585";NA;"Do. 26.01.2012";"03:00";"H";"";"Venezuela";"4-2-3-1";"40.128";"3:1";"Freundschaftsspiele";"mexiko"
"1586";NA;"Do. 01.03.2012";"02:00";"H";"";"Kolumbien";"4-2-3-1";"";"0:2";"Freundschaftsspiele";"mexiko"
"1587";NA;"So. 27.05.2012";"21:05";"H";"";"Wales";"4-2-3-1";"35.518";"2:0";"Freundschaftsspiele";"mexiko"
"1588";NA;"Fr. 01.06.2012";"03:00";"H";"";"Bosnien-Herzegowina";"4-2-3-1";"51.240";"2:1";"Freundschaftsspiele";"mexiko"
"1589";NA;"So. 03.06.2012";"22:00";"H";"";"Brasilien";"4-2-3-1";"84.516";"2:0";"Freundschaftsspiele";"mexiko"
"1590";NA;"Do. 16.08.2012";"02:00";"H";"";"Vereinigte Staaten";"4-2-3-1";"56.000";"0:1";"Freundschaftsspiele";"mexiko"
"1591";NA;"Do. 31.01.2013";"04:00";"H";"";"Dänemark";"4-4-2 doppel 6";"43.345";"1:1";"Freundschaftsspiele";"mexiko"
"1592";NA;"Do. 18.04.2013";"05:00";"A";"";"Peru";"4-4-2 doppel 6";"";"0:0";"Freundschaftsspiele";"mexiko"
"1593";NA;"Sa. 01.06.2013";"03:00";"H";"";"Nigeria";"4-4-2 doppel 6";"62.000";"2:2";"Freundschaftsspiele";"mexiko"
"1594";NA;"Do. 15.08.2013";"02:30";"H";"";"Elfenbeinküste";"4-3-3 offensiv";"35.671";"4:1";"Freundschaftsspiele";"mexiko"
"1595";"Gruppe A";"Fr. 13.06.2014";"18:00";"H";"";"Kamerun";"5-3-2";"38.958";"1:0";"Weltmeisterschaft 2014";"mexiko"
"1596";"Gruppe A";"Di. 17.06.2014";"21:00";"A";"";"Brasilien";"5-3-2";"60.342";"0:0";"Weltmeisterschaft 2014";"mexiko"
"1597";"Gruppe A";"Mo. 23.06.2014";"22:00";"A";"";"Kroatien";"5-3-2";"41.212";"1:3";"Weltmeisterschaft 2014";"mexiko"
"1598";"Achtelfinale";"So. 29.06.2014";"18:00";"A";"";"Niederlande";"3-5-2 flach";"58.817";"2:1";"Weltmeisterschaft 2014";"mexiko"
"1599";NA;"Do. 30.01.2014";"03:00";"H";"";"Südkorea";"5-3-2";"54.313";"4:0";"Freundschaftsspiele";"mexiko"
"1600";NA;"Do. 06.03.2014";"02:30";"H";"";"Nigeria";"5-3-2";"68.212";"0:0";"Freundschaftsspiele";"mexiko"
"1601";NA;"Do. 03.04.2014";"05:00";"A";"";"Vereinigte Staaten";"5-3-2";"59.066";"2:2";"Freundschaftsspiele";"mexiko"
"1602";NA;"Do. 29.05.2014";"03:30";"H";"";"Israel";"4-4-2 doppel 6";"80.000";"3:0";"Freundschaftsspiele";"mexiko"
"1603";NA;"Sa. 31.05.2014";"21:00";"H";"";"Ecuador";"5-3-2";"75.000";"3:1";"Freundschaftsspiele";"mexiko"
"1604";NA;"Mi. 04.06.2014";"03:30";"A";"";"Bosnien-Herzegowina";"5-3-2";"51.240";"1:0";"Freundschaftsspiele";"mexiko"
"1605";NA;"Sa. 07.06.2014";"02:30";"H";"";"Portugal";"4-1-3-2";"56.292";"0:1";"Freundschaftsspiele";"mexiko"
"1606";NA;"So. 07.09.2014";"04:00";"A";"";"Chile";"3-5-2 flach";"67.175";"0:0";"Freundschaftsspiele";"mexiko"
"1607";NA;"Mi. 10.09.2014";"04:00";"A";"";"Bolivien";"5-3-2";"18.136";"0:1";"Freundschaftsspiele";"mexiko"
"1608";NA;"Fr. 10.10.2014";"03:00";"H";"";"Honduras";"3-5-2 flach";"";"2:0";"Freundschaftsspiele";"mexiko"
"1609";NA;"So. 12.10.2014";"23:00";"H";"";"Panama";"3-5-2 flach";"";"1:0";"Freundschaftsspiele";"mexiko"
"1610";NA;"Mi. 12.11.2014";"20:30";"A";"";"Niederlande";"5-3-2";"40.500";"2:3";"Freundschaftsspiele";"mexiko"
"1611";NA;"Di. 18.11.2014";"18:00";"A";"";"Belarus";"3-4-3 flach";"6.700";"3:2";"Freundschaftsspiele";"mexiko"
"1612";NA;"So. 29.03.2015";"03:30";"H";"";"Ecuador";"3-5-2 flach";"90.000";"1:0";"Freundschaftsspiele";"mexiko"
"1613";NA;"Mi. 01.04.2015";"03:00";"H";"";"Paraguay";"5-3-2";"35.000";"1:0";"Freundschaftsspiele";"mexiko"
"1614";NA;"Do. 16.04.2015";"03:00";"A";"";"Vereinigte Staaten";"5-3-2";"64.369";"2:0";"Freundschaftsspiele";"mexiko"
"1615";NA;"So. 31.05.2015";"00:00";"H";"";"Guatemala";"5-3-2";"";"3:0";"Freundschaftsspiele";"mexiko"
"1616";NA;"Mi. 03.06.2015";"00:00";"A";"";"Peru";"5-3-2";"";"1:1";"Freundschaftsspiele";"mexiko"
