"_Spieltag";"Datum";"Uhrzeit";"Ort";"Rang";"Gegner";"Spielsystem";"Zuschauer";"Ergebnis";"game_name";"country"
"Gruppe F";"Di. 07.09.2010";"20:30";"H";"";"Griechenland";"4-4-2";"30.000";"0:0";"EM-Qualifikation";"kroatien"
"Gruppe F";"Sa. 09.10.2010";"21:05";"A";"";"Israel";"4-2-3-1";"33.421";"1:2";"EM-Qualifikation";"kroatien"
"Gruppe F";"Mi. 17.11.2010";"17:30";"H";"";"Malta";"?";"8.000";"3:0";"EM-Qualifikation";"kroatien"
"Gruppe F";"Sa. 26.03.2011";"18:00";"A";"";"Georgien";"4-1-4-1";"54.500";"1:0";"EM-Qualifikation";"kroatien"
"Gruppe F";"Fr. 03.06.2011";"20:00";"H";"";"Georgien";"4-1-3-2";"30.000";"2:1";"EM-Qualifikation";"kroatien"
"Gruppe F";"Fr. 02.09.2011";"19:00";"A";"";"Malta";"4-4-2 doppel 6";"2.000";"1:3";"EM-Qualifikation";"kroatien"
"Gruppe F";"Di. 06.09.2011";"20:00";"H";"";"Israel";"4-4-2";"20.000";"3:1";"EM-Qualifikation";"kroatien"
"Gruppe F";"Fr. 07.10.2011";"20:45";"A";"";"Griechenland";"?";"27.200";"2:0";"EM-Qualifikation";"kroatien"
"Gruppe F";"Di. 11.10.2011";"19:00";"H";"";"Lettland";"?";"6.000";"2:0";"EM-Qualifikation";"kroatien"
"Gruppe H";"Di. 09.09.2014";"20:45";"H";"";"Malta";"4-1-4-1";"8.333";"2:0";"EM-Qualifikation";"kroatien"
"Gruppe H";"Fr. 10.10.2014";"20:45";"A";"";"Bulgarien";"4-1-4-1";"29.733";"0:1";"EM-Qualifikation";"kroatien"
"Gruppe H";"Mo. 13.10.2014";"20:45";"H";"";"Aserbaidschan";"4-4-2 Raute";"16.021";"6:0";"EM-Qualifikation";"kroatien"
"Gruppe H";"So. 16.11.2014";"20:45";"A";"";"Italien";"4-2-3-1";"63.122";"1:1";"EM-Qualifikation";"kroatien"
"Gruppe H";"Sa. 28.03.2015";"18:00";"H";"";"Norwegen";"4-2-3-1";"23.920";"5:1";"EM-Qualifikation";"kroatien"
"Gruppe H";"Fr. 12.06.2015";"20:45";"H";"";"Italien";"4-2-3-1";"x";"1:1";"EM-Qualifikation";"kroatien"
"Gruppe H";"Do. 03.09.2015";"18:00";"A";"";"Aserbaidschan";"4-2-3-1";"";"0:0";"EM-Qualifikation";"kroatien"
"Gruppe H";"So. 06.09.2015";"18:00";"A";"";"Norwegen";"4-2-3-1";"26.751";"2:0";"EM-Qualifikation";"kroatien"
"Gruppe H";"Sa. 10.10.2015";"20:45";"H";"";"Bulgarien";"4-2-3-1";"x";"3:0";"EM-Qualifikation";"kroatien"
"Gruppe H";"Di. 13.10.2015";"20:45";"A";"";"Malta";"4-2-3-1";"";"0:1";"EM-Qualifikation";"kroatien"
"Gruppe E";"Do. 21.03.2019";"20:45";"H";"";"Aserbaidschan";"4-3-3 defensiv";"23.146";"2:1";"EM-Qualifikation";"kroatien"
"Gruppe E";"So. 24.03.2019";"18:00";"A";"";"Ungarn";"4-3-3 offensiv";"19.400";"2:1";"EM-Qualifikation";"kroatien"
"Gruppe E";"Sa. 08.06.2019";"15:00";"H";"";"Wales";"4-2-3-1";"17.061";"2:1";"EM-Qualifikation";"kroatien"
"Gruppe E";"Fr. 06.09.2019";"20:45";"A";"";"Slowakei";"4-2-3-1";"18.098";"0:4";"EM-Qualifikation";"kroatien"
"Gruppe E";"Mo. 09.09.2019";"18:00";"A";"";"Aserbaidschan";"4-2-3-1";"9.150";"1:1";"EM-Qualifikation";"kroatien"
"Gruppe E";"Do. 10.10.2019";"20:45";"H";"";"Ungarn";"4-2-3-1";"32.110";"3:0";"EM-Qualifikation";"kroatien"
"Gruppe E";"So. 13.10.2019";"20:45";"A";"";"Wales";"4-2-3-1";"31.745";"1:1";"EM-Qualifikation";"kroatien"
"Gruppe E";"Sa. 16.11.2019";"20:45";"H";"";"Slowakei";"4-2-3-1";"8.212";"3:1";"EM-Qualifikation";"kroatien"
"Gruppe A";"Fr. 03.09.2010";"20:45";"H";"";"Deutschland";"4-1-4-1";"47.000";"0:1";"EM-Qualifikation";"belgien"
"Gruppe A";"Di. 07.09.2010";"20:00";"A";"";"Türkei";"4-4-2 doppel 6";"43.538";"3:2";"EM-Qualifikation";"belgien"
"Gruppe A";"Fr. 08.10.2010";"18:00";"A";"";"Kasachstan";"4-1-3-2";"8.500";"0:2";"EM-Qualifikation";"belgien"
"Gruppe A";"Di. 12.10.2010";"20:45";"H";"";"Österreich";"4-4-2 Raute";"30.000";"4:4";"EM-Qualifikation";"belgien"
"Gruppe A";"Fr. 25.03.2011";"20:30";"A";"";"Österreich";"4-2-3-1";"45.000";"0:2";"EM-Qualifikation";"belgien"
"Gruppe A";"Di. 29.03.2011";"20:45";"H";"";"Aserbaidschan";"4-3-3 offensiv";"34.985";"4:1";"EM-Qualifikation";"belgien"
"Gruppe A";"Fr. 03.06.2011";"20:45";"H";"";"Türkei";"4-2-3-1";"45.000";"1:1";"EM-Qualifikation";"belgien"
"Gruppe A";"Fr. 02.09.2011";"18:00";"A";"";"Aserbaidschan";"4-3-3 offensiv";"9.300";"1:1";"EM-Qualifikation";"belgien"
"Gruppe A";"Fr. 07.10.2011";"20:45";"H";"";"Kasachstan";"4-3-3 offensiv";"29.578";"4:1";"EM-Qualifikation";"belgien"
"Gruppe A";"Di. 11.10.2011";"19:00";"A";"";"Deutschland";"4-2-3-1";"48.483";"3:1";"EM-Qualifikation";"belgien"
"Gruppe B";"Fr. 10.10.2014";"20:45";"H";"";"Andorra";"4-3-3 offensiv";"45.459";"6:0";"EM-Qualifikation";"belgien"
"Gruppe B";"Mo. 13.10.2014";"20:45";"A";"";"Bosnien-Herzegowina";"4-3-3 defensiv";"12.070";"1:1";"EM-Qualifikation";"belgien"
"Gruppe B";"So. 16.11.2014";"18:00";"H";"";"Wales";"4-1-4-1";"41.535";"0:0";"EM-Qualifikation";"belgien"
"Gruppe B";"Sa. 28.03.2015";"20:45";"H";"";"Zypern";"4-3-3 defensiv";"45.213";"5:0";"EM-Qualifikation";"belgien"
"Gruppe B";"Di. 31.03.2015";"20:45";"A";"";"Israel";"4-3-3 offensiv";"33.000";"0:1";"EM-Qualifikation";"belgien"
"Gruppe B";"Fr. 12.06.2015";"20:45";"A";"";"Wales";"4-3-3 offensiv";"33.280";"1:0";"EM-Qualifikation";"belgien"
"Gruppe B";"Do. 03.09.2015";"20:45";"H";"";"Bosnien-Herzegowina";"4-3-3 offensiv";"46.000";"3:1";"EM-Qualifikation";"belgien"
"Gruppe B";"So. 06.09.2015";"20:45";"A";"";"Zypern";"4-3-3 offensiv";"11.866";"0:1";"EM-Qualifikation";"belgien"
"Gruppe B";"Sa. 10.10.2015";"20:45";"A";"";"Andorra";"4-2-3-1";"3.450";"1:4";"EM-Qualifikation";"belgien"
"Gruppe B";"Di. 13.10.2015";"20:45";"H";"";"Israel";"4-2-3-1";"39.773";"3:1";"EM-Qualifikation";"belgien"
"Gruppe I";"Do. 21.03.2019";"20:45";"H";"";"Russland";"3-4-2-1";"34.245";"3:1";"EM-Qualifikation";"belgien"
"Gruppe I";"So. 24.03.2019";"20:45";"A";"";"Zypern";"3-4-2-1";"8.728";"0:2";"EM-Qualifikation";"belgien"
"Gruppe I";"Sa. 08.06.2019";"20:45";"H";"";"Kasachstan";"3-4-2-1";"";"3:0";"EM-Qualifikation";"belgien"
"Gruppe I";"Di. 11.06.2019";"20:45";"H";"";"Schottland";"3-4-2-1";"32.482";"3:0";"EM-Qualifikation";"belgien"
"Gruppe I";"Fr. 06.09.2019";"20:45";"A";"";"San Marino";"3-4-2-1";"2.523";"0:4";"EM-Qualifikation";"belgien"
"Gruppe I";"Mo. 09.09.2019";"20:45";"A";"";"Schottland";"3-4-2-1";"25.524";"0:4";"EM-Qualifikation";"belgien"
"Gruppe I";"Do. 10.10.2019";"20:45";"H";"";"San Marino";"3-4-3 flach";"40.000";"9:0";"EM-Qualifikation";"belgien"
"Gruppe I";"So. 13.10.2019";"15:00";"A";"";"Kasachstan";"3-4-3 flach";"26.801";"0:2";"EM-Qualifikation";"belgien"
"Gruppe I";"Sa. 16.11.2019";"18:00";"A";"";"Russland";"3-4-2-1";"53.317";"1:4";"EM-Qualifikation";"belgien"
"Gruppe I";"Di. 19.11.2019";"20:45";"H";"";"Zypern";"3-4-2-1";"";"6:1";"EM-Qualifikation";"belgien"
"Gruppe H";"Di. 07.09.2010";"20:15";"H";"";"Island";"4-3-3 offensiv";"18.908";"1:0";"EM-Qualifikation";"danemark"
"Gruppe H";"Fr. 08.10.2010";"21:45";"A";"";"Portugal";"4-3-3 offensiv";"27.117";"3:1";"EM-Qualifikation";"danemark"
"Gruppe H";"Di. 12.10.2010";"20:15";"H";"";"Zypern";"4-3-3 defensiv";"15.544";"2:0";"EM-Qualifikation";"danemark"
"Gruppe H";"Sa. 26.03.2011";"20:00";"A";"";"Norwegen";"4-2-3-1";"24.828";"1:1";"EM-Qualifikation";"danemark"
"Gruppe H";"Sa. 04.06.2011";"20:45";"A";"";"Island";"4-2-3-1";"7.629";"0:2";"EM-Qualifikation";"danemark"
"Gruppe H";"Di. 06.09.2011";"20:15";"H";"";"Norwegen";"4-2-3-1";"37.134";"2:0";"EM-Qualifikation";"danemark"
"Gruppe H";"Fr. 07.10.2011";"20:30";"A";"";"Zypern";"4-5-1";"2.408";"1:4";"EM-Qualifikation";"danemark"
"Gruppe H";"Di. 11.10.2011";"20:15";"H";"";"Portugal";"4-2-3-1";"37.012";"2:1";"EM-Qualifikation";"danemark"
"Gruppe I";"So. 07.09.2014";"18:00";"H";"";"Armenien";"4-2-3-1";"20.141";"2:1";"EM-Qualifikation";"danemark"
"Gruppe I";"Sa. 11.10.2014";"20:45";"A";"";"Albanien";"4-2-3-1";"11.330";"1:1";"EM-Qualifikation";"danemark"
"Gruppe I";"Di. 14.10.2014";"20:45";"H";"";"Portugal";"4-3-1-2";"36.562";"0:1";"EM-Qualifikation";"danemark"
"Gruppe I";"Fr. 14.11.2014";"20:45";"A";"";"Serbien";"4-3-3 offensiv";"";"1:3";"EM-Qualifikation";"danemark"
"Gruppe I";"Sa. 13.06.2015";"20:45";"H";"";"Serbien";"4-3-3 offensiv";"30.887";"2:0";"EM-Qualifikation";"danemark"
"Gruppe I";"Fr. 04.09.2015";"20:45";"H";"";"Albanien";"4-2-3-1";"35.648";"0:0";"EM-Qualifikation";"danemark"
"Gruppe I";"Mo. 07.09.2015";"18:00";"A";"";"Armenien";"4-3-3 defensiv";"7.500";"0:0";"EM-Qualifikation";"danemark"
"Gruppe I";"Do. 08.10.2015";"20:45";"A";"";"Portugal";"4-4-1-1";"29.850";"1:0";"EM-Qualifikation";"danemark"
"Gruppe D";"Di. 26.03.2019";"20:45";"A";"";"Schweiz";"4-3-3 defensiv";"18.352";"3:3";"EM-Qualifikation";"danemark"
"Gruppe D";"Fr. 07.06.2019";"20:45";"H";"";"Irland";"4-2-3-1";"";"1:1";"EM-Qualifikation";"danemark"
"Gruppe D";"Mo. 10.06.2019";"20:45";"H";"";"Georgien";"4-2-3-1";"15.387";"5:1";"EM-Qualifikation";"danemark"
"Gruppe D";"Do. 05.09.2019";"20:45";"A";"";"Gibraltar";"4-3-3 defensiv";"2.076";"0:6";"EM-Qualifikation";"danemark"
"Gruppe D";"So. 08.09.2019";"18:00";"A";"";"Georgien";"4-2-3-1";"21.456";"0:0";"EM-Qualifikation";"danemark"
"Gruppe D";"Sa. 12.10.2019";"18:00";"H";"";"Schweiz";"4-3-3 defensiv";"35.964";"1:0";"EM-Qualifikation";"danemark"
"Gruppe D";"Fr. 15.11.2019";"20:45";"H";"";"Gibraltar";"4-2-3-1";"24.033";"6:0";"EM-Qualifikation";"danemark"
"Gruppe D";"Mo. 18.11.2019";"20:45";"A";"";"Irland";"4-2-3-1";"";"1:1";"EM-Qualifikation";"danemark"
"Gruppe D";"So. 07.09.2014";"20:45";"A";"";"Gibraltar";"4-4-2 doppel 6";"1.620";"0:7";"EM-Qualifikation";"polen"
"Gruppe D";"Sa. 11.10.2014";"20:45";"H";"";"Deutschland";"4-4-2 doppel 6";"58.145";"2:0";"EM-Qualifikation";"polen"
"Gruppe D";"Di. 14.10.2014";"20:45";"H";"";"Schottland";"4-4-2 doppel 6";"55.197";"2:2";"EM-Qualifikation";"polen"
"Gruppe D";"Fr. 14.11.2014";"18:00";"A";"";"Georgien";"4-2-3-1";"25.635";"0:4";"EM-Qualifikation";"polen"
"Gruppe D";"So. 29.03.2015";"20:45";"A";"";"Irland";"4-4-2";"50.500";"1:1";"EM-Qualifikation";"polen"
"Gruppe D";"Sa. 13.06.2015";"18:00";"H";"";"Georgien";"4-2-3-1";"56.512";"4:0";"EM-Qualifikation";"polen"
"Gruppe D";"Fr. 04.09.2015";"20:45";"A";"";"Deutschland";"4-4-2 doppel 6";"48.500";"3:1";"EM-Qualifikation";"polen"
"Gruppe D";"Mo. 07.09.2015";"20:45";"H";"";"Gibraltar";"4-4-2 doppel 6";"27.763";"8:1";"EM-Qualifikation";"polen"
"Gruppe D";"Do. 08.10.2015";"20:45";"A";"";"Schottland";"4-2-3-1";"49.359";"2:2";"EM-Qualifikation";"polen"
"Gruppe D";"So. 11.10.2015";"20:45";"H";"";"Irland";"4-2-3-1";"57.497";"2:1";"EM-Qualifikation";"polen"
"Gruppe G";"Do. 21.03.2019";"20:45";"A";"";"Österreich";"4-4-1-1";"40.400";"0:1";"EM-Qualifikation";"polen"
"Gruppe G";"So. 24.03.2019";"20:45";"H";"";"Lettland";"4-4-2 doppel 6";"51.112";"2:0";"EM-Qualifikation";"polen"
"Gruppe G";"Fr. 07.06.2019";"20:45";"A";"";"Mazedonien";"4-2-3-1";"";"0:1";"EM-Qualifikation";"polen"
"Gruppe G";"Mo. 10.06.2019";"20:45";"H";"";"Israel";"4-4-2 doppel 6";"57.229";"4:0";"EM-Qualifikation";"polen"
"Gruppe G";"Fr. 06.09.2019";"20:45";"A";"";"Slowenien";"4-4-2 doppel 6";"15.231";"2:0";"EM-Qualifikation";"polen"
"Gruppe G";"Mo. 09.09.2019";"20:45";"H";"";"Österreich";"4-4-2 doppel 6";"56.788";"0:0";"EM-Qualifikation";"polen"
"Gruppe G";"Do. 10.10.2019";"20:45";"A";"";"Lettland";"4-2-3-1";"7.107";"0:3";"EM-Qualifikation";"polen"
"Gruppe G";"So. 13.10.2019";"20:45";"H";"";"Mazedonien";"4-2-3-1";"52.894";"2:0";"EM-Qualifikation";"polen"
"Gruppe G";"Sa. 16.11.2019";"20:45";"A";"";"Israel";"4-2-3-1";"16.700";"1:2";"EM-Qualifikation";"polen"
"Gruppe G";"Di. 19.11.2019";"20:45";"H";"";"Slowenien";"4-2-3-1";"53.946";"3:2";"EM-Qualifikation";"polen"
"Gruppe G";"Di. 07.09.2010";"20:45";"H";"";"England";"4-4-1-1";"37.500";"1:3";"EM-Qualifikation";"schweiz"
"Gruppe G";"Fr. 08.10.2010";"20:30";"A";"";"Montenegro";"4-5-1";"12.700";"1:0";"EM-Qualifikation";"schweiz"
"Gruppe G";"Di. 12.10.2010";"20:30";"H";"";"Wales";"4-4-2 doppel 6";"26.000";"4:1";"EM-Qualifikation";"schweiz"
"Gruppe G";"Sa. 26.03.2011";"17:45";"A";"";"Bulgarien";"4-4-2 doppel 6";"17.000";"0:0";"EM-Qualifikation";"schweiz"
"Gruppe G";"Sa. 04.06.2011";"17:45";"A";"";"England";"4-1-4-1";"84.459";"2:2";"EM-Qualifikation";"schweiz"
"Gruppe G";"Di. 06.09.2011";"20:30";"H";"";"Bulgarien";"4-4-2 doppel 6";"16.800";"3:1";"EM-Qualifikation";"schweiz"
"Gruppe G";"Fr. 07.10.2011";"20:45";"A";"";"Wales";"4-2-3-1";"12.317";"2:0";"EM-Qualifikation";"schweiz"
"Gruppe G";"Di. 11.10.2011";"20:15";"H";"";"Montenegro";"4-2-3-1";"38.000";"2:0";"EM-Qualifikation";"schweiz"
"Gruppe E";"Mo. 08.09.2014";"20:45";"H";"";"England";"4-3-3 offensiv";"35.500";"0:2";"EM-Qualifikation";"schweiz"
"Gruppe E";"Do. 09.10.2014";"20:45";"A";"";"Slowenien";"4-3-1-2";"10.000";"1:0";"EM-Qualifikation";"schweiz"
"Gruppe E";"Di. 14.10.2014";"20:45";"A";"";"San Marino";"4-3-1-2";"2.289";"0:4";"EM-Qualifikation";"schweiz"
"Gruppe E";"Sa. 15.11.2014";"20:45";"H";"";"Litauen";"4-3-1-2";"17.300";"4:0";"EM-Qualifikation";"schweiz"
"Gruppe E";"Fr. 27.03.2015";"20:45";"H";"";"Estland";"4-3-1-2";"14.500";"3:0";"EM-Qualifikation";"schweiz"
"Gruppe E";"So. 14.06.2015";"20:45";"A";"";"Litauen";"4-3-1-2";"4.786";"1:2";"EM-Qualifikation";"schweiz"
"Gruppe E";"Sa. 05.09.2015";"20:45";"H";"";"Slowenien";"4-2-3-1";"25.750";"3:2";"EM-Qualifikation";"schweiz"
"Gruppe E";"Di. 08.09.2015";"20:45";"A";"";"England";"4-3-3 offensiv";"75.751";"2:0";"EM-Qualifikation";"schweiz"
"Gruppe E";"Fr. 09.10.2015";"20:45";"H";"";"San Marino";"4-1-4-1";"16.200";"7:0";"EM-Qualifikation";"schweiz"
"Gruppe E";"Mo. 12.10.2015";"20:45";"A";"";"Estland";"4-3-3 offensiv";"7.304";"0:1";"EM-Qualifikation";"schweiz"
"Gruppe D";"Sa. 23.03.2019";"15:00";"A";"";"Georgien";"4-2-3-1";"54.000";"0:2";"EM-Qualifikation";"schweiz"
"Gruppe D";"Di. 26.03.2019";"20:45";"H";"";"Dänemark";"4-3-3 offensiv";"18.352";"3:3";"EM-Qualifikation";"schweiz"
"Gruppe D";"Do. 05.09.2019";"20:45";"A";"";"Irland";"3-4-3 flach";"44.111";"1:1";"EM-Qualifikation";"schweiz"
"Gruppe D";"So. 08.09.2019";"18:00";"H";"";"Gibraltar";"3-4-3 flach";"8.318";"4:0";"EM-Qualifikation";"schweiz"
"Gruppe D";"Sa. 12.10.2019";"18:00";"A";"";"Dänemark";"3-4-1-2";"35.964";"1:0";"EM-Qualifikation";"schweiz"
"Gruppe D";"Di. 15.10.2019";"20:45";"H";"";"Irland";"3-4-1-2";"24.766";"2:0";"EM-Qualifikation";"schweiz"
"Gruppe D";"Fr. 15.11.2019";"20:45";"H";"";"Georgien";"3-4-1-2";"16.400";"1:0";"EM-Qualifikation";"schweiz"
"Gruppe D";"Mo. 18.11.2019";"20:45";"A";"";"Gibraltar";"3-4-3 flach";"2.000";"1:6";"EM-Qualifikation";"schweiz"
"Gruppe G";"Fr. 03.09.2010";"19:30";"A";"";"Montenegro";"4-4-2";"7.442";"1:0";"EM-Qualifikation";"wales"
"Gruppe G";"Fr. 08.10.2010";"20:30";"H";"";"Bulgarien";"5-3-2";"14.060";"0:1";"EM-Qualifikation";"wales"
"Gruppe G";"Di. 12.10.2010";"20:30";"A";"";"Schweiz";"4-4-2";"26.000";"4:1";"EM-Qualifikation";"wales"
"Gruppe G";"Sa. 26.03.2011";"16:00";"H";"";"England";"4-5-1 flach";"68.959";"0:2";"EM-Qualifikation";"wales"
"Gruppe G";"Fr. 02.09.2011";"20:45";"H";"";"Montenegro";"4-3-3 offensiv";"8.194";"2:1";"EM-Qualifikation";"wales"
"Gruppe G";"Di. 06.09.2011";"20:45";"A";"";"England";"4-1-4-1";"77.128";"1:0";"EM-Qualifikation";"wales"
"Gruppe G";"Fr. 07.10.2011";"20:45";"H";"";"Schweiz";"4-4-2";"12.317";"2:0";"EM-Qualifikation";"wales"
"Gruppe G";"Di. 11.10.2011";"20:05";"A";"";"Bulgarien";"4-4-2 Raute";"1.672";"0:1";"EM-Qualifikation";"wales"
"Gruppe B";"Di. 09.09.2014";"20:45";"A";"";"Andorra";"4-2-3-1";"3.150";"1:2";"EM-Qualifikation";"wales"
"Gruppe B";"Fr. 10.10.2014";"20:45";"H";"";"Bosnien-Herzegowina";"5-4-1";"30.741";"0:0";"EM-Qualifikation";"wales"
"Gruppe B";"Mo. 13.10.2014";"20:45";"H";"";"Zypern";"4-1-4-1";"21.273";"2:1";"EM-Qualifikation";"wales"
"Gruppe B";"So. 16.11.2014";"18:00";"A";"";"Belgien";"4-1-4-1";"41.535";"0:0";"EM-Qualifikation";"wales"
"Gruppe B";"Sa. 28.03.2015";"18:00";"A";"";"Israel";"3-4-2-1";"30.200";"0:3";"EM-Qualifikation";"wales"
"Gruppe B";"Fr. 12.06.2015";"20:45";"H";"";"Belgien";"3-5-2 offensiv";"33.280";"1:0";"EM-Qualifikation";"wales"
"Gruppe B";"Do. 03.09.2015";"20:45";"A";"";"Zypern";"3-4-2-1";"14.492";"0:1";"EM-Qualifikation";"wales"
"Gruppe B";"So. 06.09.2015";"18:00";"H";"";"Israel";"5-3-2";"32.653";"0:0";"EM-Qualifikation";"wales"
"Gruppe B";"Sa. 10.10.2015";"20:45";"A";"";"Bosnien-Herzegowina";"4-3-2-1";"10.250";"2:0";"EM-Qualifikation";"wales"
"Gruppe B";"Di. 13.10.2015";"20:45";"H";"";"Andorra";"4-3-3 offensiv";"33.280";"2:0";"EM-Qualifikation";"wales"
"Gruppe E";"So. 24.03.2019";"15:00";"H";"";"Slowakei";"4-2-3-1";"31.617";"1:0";"EM-Qualifikation";"wales"
"Gruppe E";"Sa. 08.06.2019";"15:00";"A";"";"Kroatien";"4-2-3-1";"17.061";"2:1";"EM-Qualifikation";"wales"
"Gruppe E";"Di. 11.06.2019";"20:45";"A";"";"Ungarn";"4-2-3-1";"19.000";"1:0";"EM-Qualifikation";"wales"
"Gruppe E";"Fr. 06.09.2019";"20:45";"H";"";"Aserbaidschan";"4-2-3-1";"28.385";"2:1";"EM-Qualifikation";"wales"
"Gruppe E";"Do. 10.10.2019";"20:45";"A";"";"Slowakei";"4-2-3-1";"18.071";"1:1";"EM-Qualifikation";"wales"
"Gruppe E";"So. 13.10.2019";"20:45";"H";"";"Kroatien";"4-2-3-1";"31.745";"1:1";"EM-Qualifikation";"wales"
"Gruppe E";"Sa. 16.11.2019";"18:00";"A";"";"Aserbaidschan";"4-2-3-1";"8.622";"0:2";"EM-Qualifikation";"wales"
"Gruppe E";"Di. 19.11.2019";"20:45";"H";"";"Ungarn";"4-2-3-1";"31.762";"2:0";"EM-Qualifikation";"wales"
